picture_id,metadata_name,metadata_surname,metadata_nationality,metadata_country,metadata_capital,metadata_longitude,metadata_latitude
2006810860,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810815,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810817,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810811,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810868,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810864,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810866,Jacques,Marchand,French,France,Paris,2.75,46.94
2006801954,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810821,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810823,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810825,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810827,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810829,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810876,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810874,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810819,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810870,Jacques,Marchand,French,France,Paris,2.75,46.94
2006801950,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810862,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810872,Jacques,Marchand,French,France,Paris,2.75,46.94
2006810813,Jacques,Marchand,French,France,Paris,2.75,46.94
26689,André,Mare,French,France,Paris,2.75,46.94
345019,Etienne Jules,Marey,French,France,Paris,2.75,46.94
345018,Etienne Jules,Marey,French,France,Paris,2.75,46.94
345017,Etienne Jules,Marey,French,France,Paris,2.75,46.94
345016,Etienne Jules,Marey,French,France,Paris,2.75,46.94
333535,Etienne Jules,Marey,French,France,Paris,2.75,46.94
333534,Etienne Jules,Marey,French,France,Paris,2.75,46.94
17334,Etienne Jules,Marey,French,France,Paris,2.75,46.94
320758,Etienne Jules,Marey,French,France,Paris,2.75,46.94
320757,Etienne Jules,Marey,French,France,Paris,2.75,46.94
345296,Etienne Jules,Marey,French,France,Paris,2.75,46.94
345020,Etienne Jules,Marey,French,France,Paris,2.75,46.94
303959,Carlo,Marochetti,French,France,Paris,2.75,46.94
310220,Charles,Marville,French,France,Paris,2.75,46.94
2006994826,Charles,Marville,French,France,Paris,2.75,46.94
2006993315,Charles,Marville,French,France,Paris,2.75,46.94
2006983479,Charles,Marville,French,France,Paris,2.75,46.94
2007021440,Charles,Marville,French,France,Paris,2.75,46.94
2007021446,Charles,Marville,French,France,Paris,2.75,46.94
2006995905,Charles,Marville,French,France,Paris,2.75,46.94
2006989024,Charles,Marville,French,France,Paris,2.75,46.94
345037,Charles,Marville,French,France,Paris,2.75,46.94
2006965334,Charles,Marville,French,France,Paris,2.75,46.94
2007019089,Charles,Marville,French,France,Paris,2.75,46.94
2006989055,Charles,Marville,French,France,Paris,2.75,46.94
2006989057,Charles,Marville,French,France,Paris,2.75,46.94
345183,Charles,Marville,French,France,Paris,2.75,46.94
2006981252,Charles,Marville,French,France,Paris,2.75,46.94
9406,Nicolas Francois Joseph,Masquelier,French,France,Paris,2.75,46.94
1526,Nicolas Francois Joseph,Masquelier,French,France,Paris,2.75,46.94
101249,François,Masson,French,France,Paris,2.75,46.94
317567,Henri,Matisse,French,France,Paris,2.75,46.94
325749,Henri,Matisse,French,France,Paris,2.75,46.94
325748,Henri,Matisse,French,France,Paris,2.75,46.94
325747,Henri,Matisse,French,France,Paris,2.75,46.94
325746,Henri,Matisse,French,France,Paris,2.75,46.94
332769,Henri,Matisse,French,France,Paris,2.75,46.94
332768,Henri,Matisse,French,France,Paris,2.75,46.94
332763,Henri,Matisse,French,France,Paris,2.75,46.94
332761,Henri,Matisse,French,France,Paris,2.75,46.94
332767,Henri,Matisse,French,France,Paris,2.75,46.94
332766,Henri,Matisse,French,France,Paris,2.75,46.94
332765,Henri,Matisse,French,France,Paris,2.75,46.94
332764,Henri,Matisse,French,France,Paris,2.75,46.94
326611,Henri,Matisse,French,France,Paris,2.75,46.94
29470,Henri,Matisse,French,France,Paris,2.75,46.94
26009,Henri,Matisse,French,France,Paris,2.75,46.94
14862,Henri,Matisse,French,France,Paris,2.75,46.94
2187,Henri,Matisse,French,France,Paris,2.75,46.94
2188,Henri,Matisse,French,France,Paris,2.75,46.94
2172,Henri,Matisse,French,France,Paris,2.75,46.94
2173,Henri,Matisse,French,France,Paris,2.75,46.94
2170,Henri,Matisse,French,France,Paris,2.75,46.94
2171,Henri,Matisse,French,France,Paris,2.75,46.94
2174,Henri,Matisse,French,France,Paris,2.75,46.94
2161,Henri,Matisse,French,France,Paris,2.75,46.94
325752,Henri,Matisse,French,France,Paris,2.75,46.94
325753,Henri,Matisse,French,France,Paris,2.75,46.94
325750,Henri,Matisse,French,France,Paris,2.75,46.94
325751,Henri,Matisse,French,France,Paris,2.75,46.94
325754,Henri,Matisse,French,France,Paris,2.75,46.94
325755,Henri,Matisse,French,France,Paris,2.75,46.94
311458,Henri,Matisse,French,France,Paris,2.75,46.94
2200,Henri,Matisse,French,France,Paris,2.75,46.94
2201,Henri,Matisse,French,France,Paris,2.75,46.94
2202,Henri,Matisse,French,France,Paris,2.75,46.94
332770,Henri,Matisse,French,France,Paris,2.75,46.94
332771,Henri,Matisse,French,France,Paris,2.75,46.94
2151,Henri,Matisse,French,France,Paris,2.75,46.94
2152,Henri,Matisse,French,France,Paris,2.75,46.94
333816,Henri,Matisse,French,France,Paris,2.75,46.94
10748,Henri,Matisse,French,France,Paris,2.75,46.94
304429,Henri,Matisse,French,France,Paris,2.75,46.94
311445,Henri,Matisse,French,France,Paris,2.75,46.94
311444,Henri,Matisse,French,France,Paris,2.75,46.94
311447,Henri,Matisse,French,France,Paris,2.75,46.94
311443,Henri,Matisse,French,France,Paris,2.75,46.94
332825,Henri,Matisse,French,France,Paris,2.75,46.94
2190,Henri,Matisse,French,France,Paris,2.75,46.94
2191,Henri,Matisse,French,France,Paris,2.75,46.94
2192,Henri,Matisse,French,France,Paris,2.75,46.94
2193,Henri,Matisse,French,France,Paris,2.75,46.94
2195,Henri,Matisse,French,France,Paris,2.75,46.94
2196,Henri,Matisse,French,France,Paris,2.75,46.94
2197,Henri,Matisse,French,France,Paris,2.75,46.94
2198,Henri,Matisse,French,France,Paris,2.75,46.94
2199,Henri,Matisse,French,France,Paris,2.75,46.94
304614,Henri,Matisse,French,France,Paris,2.75,46.94
304613,Henri,Matisse,French,France,Paris,2.75,46.94
304398,Henri,Matisse,French,France,Paris,2.75,46.94
20719,Henri,Matisse,French,France,Paris,2.75,46.94
20717,Henri,Matisse,French,France,Paris,2.75,46.94
20716,Henri,Matisse,French,France,Paris,2.75,46.94
20722,Henri,Matisse,French,France,Paris,2.75,46.94
324148,Henri,Matisse,French,France,Paris,2.75,46.94
324149,Henri,Matisse,French,France,Paris,2.75,46.94
311464,Henri,Matisse,French,France,Paris,2.75,46.94
304434,Henri,Matisse,French,France,Paris,2.75,46.94
304435,Henri,Matisse,French,France,Paris,2.75,46.94
304432,Henri,Matisse,French,France,Paris,2.75,46.94
304433,Henri,Matisse,French,France,Paris,2.75,46.94
304430,Henri,Matisse,French,France,Paris,2.75,46.94
304431,Henri,Matisse,French,France,Paris,2.75,46.94
317566,Henri,Matisse,French,France,Paris,2.75,46.94
317560,Henri,Matisse,French,France,Paris,2.75,46.94
317561,Henri,Matisse,French,France,Paris,2.75,46.94
317562,Henri,Matisse,French,France,Paris,2.75,46.94
317563,Henri,Matisse,French,France,Paris,2.75,46.94
304611,Henri,Matisse,French,France,Paris,2.75,46.94
311459,Henri,Matisse,French,France,Paris,2.75,46.94
311456,Henri,Matisse,French,France,Paris,2.75,46.94
311457,Henri,Matisse,French,France,Paris,2.75,46.94
311454,Henri,Matisse,French,France,Paris,2.75,46.94
311455,Henri,Matisse,French,France,Paris,2.75,46.94
311452,Henri,Matisse,French,France,Paris,2.75,46.94
311453,Henri,Matisse,French,France,Paris,2.75,46.94
326598,Henri,Matisse,French,France,Paris,2.75,46.94
326594,Henri,Matisse,French,France,Paris,2.75,46.94
326597,Henri,Matisse,French,France,Paris,2.75,46.94
326596,Henri,Matisse,French,France,Paris,2.75,46.94
20736,Henri,Matisse,French,France,Paris,2.75,46.94
2154,Henri,Matisse,French,France,Paris,2.75,46.94
2157,Henri,Matisse,French,France,Paris,2.75,46.94
2153,Henri,Matisse,French,France,Paris,2.75,46.94
2158,Henri,Matisse,French,France,Paris,2.75,46.94
2159,Henri,Matisse,French,France,Paris,2.75,46.94
311462,Henri,Matisse,French,France,Paris,2.75,46.94
2150,Henri,Matisse,French,France,Paris,2.75,46.94
20721,Henri,Matisse,French,France,Paris,2.75,46.94
20726,Henri,Matisse,French,France,Paris,2.75,46.94
20724,Henri,Matisse,French,France,Paris,2.75,46.94
311461,Henri,Matisse,French,France,Paris,2.75,46.94
332781,Henri,Matisse,French,France,Paris,2.75,46.94
332783,Henri,Matisse,French,France,Paris,2.75,46.94
326609,Henri,Matisse,French,France,Paris,2.75,46.94
326605,Henri,Matisse,French,France,Paris,2.75,46.94
326606,Henri,Matisse,French,France,Paris,2.75,46.94
326601,Henri,Matisse,French,France,Paris,2.75,46.94
326600,Henri,Matisse,French,France,Paris,2.75,46.94
317551,Henri,Matisse,French,France,Paris,2.75,46.94
317553,Henri,Matisse,French,France,Paris,2.75,46.94
317552,Henri,Matisse,French,France,Paris,2.75,46.94
317555,Henri,Matisse,French,France,Paris,2.75,46.94
317554,Henri,Matisse,French,France,Paris,2.75,46.94
317556,Henri,Matisse,French,France,Paris,2.75,46.94
317559,Henri,Matisse,French,France,Paris,2.75,46.94
317558,Henri,Matisse,French,France,Paris,2.75,46.94
325762,Henri,Matisse,French,France,Paris,2.75,46.94
325769,Henri,Matisse,French,France,Paris,2.75,46.94
20728,Henri,Matisse,French,France,Paris,2.75,46.94
325873,Henri,Matisse,French,France,Paris,2.75,46.94
325871,Henri,Matisse,French,France,Paris,2.75,46.94
332782,Henri,Matisse,French,France,Paris,2.75,46.94
20731,Henri,Matisse,French,France,Paris,2.75,46.94
20737,Henri,Matisse,French,France,Paris,2.75,46.94
311448,Henri,Matisse,French,France,Paris,2.75,46.94
2155,Henri,Matisse,French,France,Paris,2.75,46.94
2156,Henri,Matisse,French,France,Paris,2.75,46.94
311449,Henri,Matisse,French,France,Paris,2.75,46.94
311446,Henri,Matisse,French,France,Paris,2.75,46.94
317550,Henri,Matisse,French,France,Paris,2.75,46.94
326618,Henri,Matisse,French,France,Paris,2.75,46.94
326616,Henri,Matisse,French,France,Paris,2.75,46.94
326617,Henri,Matisse,French,France,Paris,2.75,46.94
326614,Henri,Matisse,French,France,Paris,2.75,46.94
326615,Henri,Matisse,French,France,Paris,2.75,46.94
326612,Henri,Matisse,French,France,Paris,2.75,46.94
326613,Henri,Matisse,French,France,Paris,2.75,46.94
326610,Henri,Matisse,French,France,Paris,2.75,46.94
317549,Henri,Matisse,French,France,Paris,2.75,46.94
325771,Henri,Matisse,French,France,Paris,2.75,46.94
332824,Henri,Matisse,French,France,Paris,2.75,46.94
332823,Henri,Matisse,French,France,Paris,2.75,46.94
2189,Henri,Matisse,French,France,Paris,2.75,46.94
316424,Henri,Matisse,French,France,Paris,2.75,46.94
311450,Henri,Matisse,French,France,Paris,2.75,46.94
311451,Henri,Matisse,French,France,Paris,2.75,46.94
311460,Henri,Matisse,French,France,Paris,2.75,46.94
2194,Henri,Matisse,French,France,Paris,2.75,46.94
304610,Henri,Matisse,French,France,Paris,2.75,46.94
2169,Henri,Matisse,French,France,Paris,2.75,46.94
311465,Henri,Matisse,French,France,Paris,2.75,46.94
311463,Henri,Matisse,French,France,Paris,2.75,46.94
26012,Henri,Matisse,French,France,Paris,2.75,46.94
26013,Henri,Matisse,French,France,Paris,2.75,46.94
26010,Henri,Matisse,French,France,Paris,2.75,46.94
26011,Henri,Matisse,French,France,Paris,2.75,46.94
2168,Henri,Matisse,French,France,Paris,2.75,46.94
2165,Henri,Matisse,French,France,Paris,2.75,46.94
2164,Henri,Matisse,French,France,Paris,2.75,46.94
2167,Henri,Matisse,French,France,Paris,2.75,46.94
2166,Henri,Matisse,French,France,Paris,2.75,46.94
2160,Henri,Matisse,French,France,Paris,2.75,46.94
2163,Henri,Matisse,French,France,Paris,2.75,46.94
2162,Henri,Matisse,French,France,Paris,2.75,46.94
2006997251,E.,Maunoury,French,France,Paris,2.75,46.94
2006997254,E.,Maunoury,French,France,Paris,2.75,46.94
14660,Charles,Maurin,French,France,Paris,2.75,46.94
343504,Théodore,Maurisset,French,France,Paris,2.75,46.94
19331,Jean-Baptiste,Mauzaisse,French,France,Paris,2.75,46.94
20356,Constance,Mayer,French,France,Paris,2.75,46.94
20359,Constance,Mayer,French,France,Paris,2.75,46.94
22009,Constance,Mayer,French,France,Paris,2.75,46.94
3453,Ernest,Meissonier,French,France,Paris,2.75,46.94
432,Ernest,Meissonier,French,France,Paris,2.75,46.94
2502,Ernest,Meissonier,French,France,Paris,2.75,46.94
2340,Ernest,Meissonier,French,France,Paris,2.75,46.94
503,Ernest,Meissonier,French,France,Paris,2.75,46.94
2495,Ernest,Meissonier,French,France,Paris,2.75,46.94
2494,Ernest,Meissonier,French,France,Paris,2.75,46.94
334343,Ernest,Meissonier,French,France,Paris,2.75,46.94
334342,Ernest,Meissonier,French,France,Paris,2.75,46.94
334341,Ernest,Meissonier,French,France,Paris,2.75,46.94
2617,Ernest,Meissonier,French,France,Paris,2.75,46.94
2616,Ernest,Meissonier,French,France,Paris,2.75,46.94
2614,Ernest,Meissonier,French,France,Paris,2.75,46.94
2613,Ernest,Meissonier,French,France,Paris,2.75,46.94
2611,Ernest,Meissonier,French,France,Paris,2.75,46.94
2619,Ernest,Meissonier,French,France,Paris,2.75,46.94
2618,Ernest,Meissonier,French,France,Paris,2.75,46.94
2612,Ernest,Meissonier,French,France,Paris,2.75,46.94
334156,Ernest,Meissonier,French,France,Paris,2.75,46.94
334155,Ernest,Meissonier,French,France,Paris,2.75,46.94
334153,Ernest,Meissonier,French,France,Paris,2.75,46.94
334151,Ernest,Meissonier,French,France,Paris,2.75,46.94
334154,Ernest,Meissonier,French,France,Paris,2.75,46.94
334152,Ernest,Meissonier,French,France,Paris,2.75,46.94
2339,Ernest,Meissonier,French,France,Paris,2.75,46.94
3445,Ernest,Meissonier,French,France,Paris,2.75,46.94
21247,Antonin,Mercié,French,France,Paris,2.75,46.94
327784,Antonin,Mercié,French,France,Paris,2.75,46.94
3454,Hugues,Merle,French,France,Paris,2.75,46.94
25705,Charles,Meryon,French,France,Paris,2.75,46.94
797,Charles,Meryon,French,France,Paris,2.75,46.94
985,Charles,Meynier,French,France,Paris,2.75,46.94
323697,Charles,Meynier,French,France,Paris,2.75,46.94
102150,Achille Etna,Michallon,French,France,Paris,2.75,46.94
9299,Georges,Michel,French,France,Paris,2.75,46.94
959,Georges,Michel,French,France,Paris,2.75,46.94
9300,Georges,Michel,French,France,Paris,2.75,46.94
304161,Francois,Michel-Pascal,French,France,Paris,2.75,46.94
2005481124,Jean François,Millet,French,France,Paris,2.75,46.94
304147,Aimé,Millet,French,France,Paris,2.75,46.94
304117,Aimé,Millet,French,France,Paris,2.75,46.94
2005481820,Jean François,Millet,French,France,Paris,2.75,46.94
2342,Jean François,Millet,French,France,Paris,2.75,46.94
304446,Aimé,Millet,French,France,Paris,2.75,46.94
2005479899,Jean François,Millet,French,France,Paris,2.75,46.94
2007206849,Jean François,Millet,French,France,Paris,2.75,46.94
2543,Jean François,Millet,French,France,Paris,2.75,46.94
2542,Jean François,Millet,French,France,Paris,2.75,46.94
2540,Jean François,Millet,French,France,Paris,2.75,46.94
2545,Jean François,Millet,French,France,Paris,2.75,46.94
2548,Jean François,Millet,French,France,Paris,2.75,46.94
8892,Jean François,Millet,French,France,Paris,2.75,46.94
8891,Jean François,Millet,French,France,Paris,2.75,46.94
2550,Jean François,Millet,French,France,Paris,2.75,46.94
519,Jean François,Millet,French,France,Paris,2.75,46.94
8888,Jean François,Millet,French,France,Paris,2.75,46.94
8884,Jean François,Millet,French,France,Paris,2.75,46.94
8886,Jean François,Millet,French,France,Paris,2.75,46.94
8887,Jean François,Millet,French,France,Paris,2.75,46.94
8880,Jean François,Millet,French,France,Paris,2.75,46.94
8881,Jean François,Millet,French,France,Paris,2.75,46.94
8882,Jean François,Millet,French,France,Paris,2.75,46.94
3438,Jean François,Millet,French,France,Paris,2.75,46.94
3439,Jean François,Millet,French,France,Paris,2.75,46.94
3435,Jean François,Millet,French,France,Paris,2.75,46.94
3436,Jean François,Millet,French,France,Paris,2.75,46.94
3437,Jean François,Millet,French,France,Paris,2.75,46.94
2525,Jean François,Millet,French,France,Paris,2.75,46.94
2524,Jean François,Millet,French,France,Paris,2.75,46.94
2527,Jean François,Millet,French,France,Paris,2.75,46.94
2526,Jean François,Millet,French,France,Paris,2.75,46.94
8890,Jean François,Millet,French,France,Paris,2.75,46.94
521,Jean François,Millet,French,France,Paris,2.75,46.94
2007207460,Jean François,Millet,French,France,Paris,2.75,46.94
8875,Jean François,Millet,French,France,Paris,2.75,46.94
8877,Jean François,Millet,French,France,Paris,2.75,46.94
8879,Jean François,Millet,French,France,Paris,2.75,46.94
8878,Jean François,Millet,French,France,Paris,2.75,46.94
8889,Jean François,Millet,French,France,Paris,2.75,46.94
8885,Jean François,Millet,French,France,Paris,2.75,46.94
8883,Jean François,Millet,French,France,Paris,2.75,46.94
3444,Jean François,Millet,French,France,Paris,2.75,46.94
3441,Jean François,Millet,French,France,Paris,2.75,46.94
3440,Jean François,Millet,French,France,Paris,2.75,46.94
3443,Jean François,Millet,French,France,Paris,2.75,46.94
3442,Jean François,Millet,French,France,Paris,2.75,46.94
2649,Jean François,Millet,French,France,Paris,2.75,46.94
2646,Jean François,Millet,French,France,Paris,2.75,46.94
536,Jean François,Millet,French,France,Paris,2.75,46.94
304447,Aimé,Millet,French,France,Paris,2.75,46.94
8876,Jean François,Millet,French,France,Paris,2.75,46.94
2007205781,Jean François,Millet,French,France,Paris,2.75,46.94
303961,Antonin Marie,Moine,French,France,Paris,2.75,46.94
303918,Antonin Marie,Moine,French,France,Paris,2.75,46.94
1675,Claude,Monet,French,France,Paris,2.75,46.94
1673,Claude,Monet,French,France,Paris,2.75,46.94
3456,Claude,Monet,French,France,Paris,2.75,46.94
3457,Claude,Monet,French,France,Paris,2.75,46.94
3458,Claude,Monet,French,France,Paris,2.75,46.94
3459,Claude,Monet,French,France,Paris,2.75,46.94
317281,Claude,Monet,French,France,Paris,2.75,46.94
317280,Claude,Monet,French,France,Paris,2.75,46.94
2507,Claude,Monet,French,France,Paris,2.75,46.94
102021,Claude,Monet,French,France,Paris,2.75,46.94
1681,Claude,Monet,French,France,Paris,2.75,46.94
1140,Claude,Monet,French,France,Paris,2.75,46.94
317278,Claude,Monet,French,France,Paris,2.75,46.94
317270,Claude,Monet,French,France,Paris,2.75,46.94
317271,Claude,Monet,French,France,Paris,2.75,46.94
317272,Claude,Monet,French,France,Paris,2.75,46.94
317273,Claude,Monet,French,France,Paris,2.75,46.94
317274,Claude,Monet,French,France,Paris,2.75,46.94
317275,Claude,Monet,French,France,Paris,2.75,46.94
317276,Claude,Monet,French,France,Paris,2.75,46.94
317277,Claude,Monet,French,France,Paris,2.75,46.94
977,Claude,Monet,French,France,Paris,2.75,46.94
976,Claude,Monet,French,France,Paris,2.75,46.94
975,Claude,Monet,French,France,Paris,2.75,46.94
973,Claude,Monet,French,France,Paris,2.75,46.94
972,Claude,Monet,French,France,Paris,2.75,46.94
971,Claude,Monet,French,France,Paris,2.75,46.94
978,Claude,Monet,French,France,Paris,2.75,46.94
268,Claude,Monet,French,France,Paris,2.75,46.94
3461,Claude,Monet,French,France,Paris,2.75,46.94
3460,Claude,Monet,French,France,Paris,2.75,46.94
1133,Claude,Monet,French,France,Paris,2.75,46.94
10743,Claude,Monet,French,France,Paris,2.75,46.94
555,Claude,Monet,French,France,Paris,2.75,46.94
554,Claude,Monet,French,France,Paris,2.75,46.94
556,Claude,Monet,French,France,Paris,2.75,46.94
553,Claude,Monet,French,France,Paris,2.75,46.94
908,Claude,Monet,French,France,Paris,2.75,46.94
1676,Claude,Monet,French,France,Paris,2.75,46.94
1027,Claude,Monet,French,France,Paris,2.75,46.94
1026,Claude,Monet,French,France,Paris,2.75,46.94
1848,Claude,Monet,French,France,Paris,2.75,46.94
280,Claude,Monet,French,France,Paris,2.75,46.94
1115,Claude,Monet,French,France,Paris,2.75,46.94
26512,Claude,Monet,French,France,Paris,2.75,46.94
3503,Claude,Monet,French,France,Paris,2.75,46.94
1132,Claude,Monet,French,France,Paris,2.75,46.94
1139,Claude,Monet,French,France,Paris,2.75,46.94
26710,Claude,Monet,French,France,Paris,2.75,46.94
991,Claude,Monet,French,France,Paris,2.75,46.94
2006895905,Claude,Monet,French,France,Paris,2.75,46.94
19557,Claude,Monet,French,France,Paris,2.75,46.94
26128,Claude,Monet,French,France,Paris,2.75,46.94
3507,Claude,Monet,French,France,Paris,2.75,46.94
308308,Claude,Monet,French,France,Paris,2.75,46.94
3511,Claude,Monet,French,France,Paris,2.75,46.94
3510,Claude,Monet,French,France,Paris,2.75,46.94
3499,Claude,Monet,French,France,Paris,2.75,46.94
1138,Claude,Monet,French,France,Paris,2.75,46.94
1131,Claude,Monet,French,France,Paris,2.75,46.94
1130,Claude,Monet,French,France,Paris,2.75,46.94
1136,Claude,Monet,French,France,Paris,2.75,46.94
3498,Claude,Monet,French,France,Paris,2.75,46.94
3496,Claude,Monet,French,France,Paris,2.75,46.94
3497,Claude,Monet,French,France,Paris,2.75,46.94
3494,Claude,Monet,French,France,Paris,2.75,46.94
3492,Claude,Monet,French,France,Paris,2.75,46.94
3493,Claude,Monet,French,France,Paris,2.75,46.94
3491,Claude,Monet,French,France,Paris,2.75,46.94
317279,Claude,Monet,French,France,Paris,2.75,46.94
26129,Claude,Monet,French,France,Paris,2.75,46.94
331500,Claude,Monet,French,France,Paris,2.75,46.94
1838,Claude,Monet,French,France,Paris,2.75,46.94
3508,Claude,Monet,French,France,Paris,2.75,46.94
3509,Claude,Monet,French,France,Paris,2.75,46.94
3500,Claude,Monet,French,France,Paris,2.75,46.94
3501,Claude,Monet,French,France,Paris,2.75,46.94
3502,Claude,Monet,French,France,Paris,2.75,46.94
3504,Claude,Monet,French,France,Paris,2.75,46.94
3505,Claude,Monet,French,France,Paris,2.75,46.94
3506,Claude,Monet,French,France,Paris,2.75,46.94
3495,Claude,Monet,French,France,Paris,2.75,46.94
162,Claude,Monet,French,France,Paris,2.75,46.94
1128,Claude,Monet,French,France,Paris,2.75,46.94
1129,Claude,Monet,French,France,Paris,2.75,46.94
1123,Claude,Monet,French,France,Paris,2.75,46.94
1124,Claude,Monet,French,France,Paris,2.75,46.94
1125,Claude,Monet,French,France,Paris,2.75,46.94
1126,Claude,Monet,French,France,Paris,2.75,46.94
1127,Claude,Monet,French,France,Paris,2.75,46.94
331679,Claude,Monet,French,France,Paris,2.75,46.94
992,Claude,Monet,French,France,Paris,2.75,46.94
335150,Nicolas André,Monsiau,French,France,Paris,2.75,46.94
2006962499,Marc René marquis de,Montalembert,French,France,Paris,2.75,46.94
6960,Adolphe Joseph Thomas,Monticelli,French,France,Paris,2.75,46.94
6959,Adolphe Joseph Thomas,Monticelli,French,France,Paris,2.75,46.94
14725,Gustave,Moreau,French,France,Paris,2.75,46.94
317733,Charles,Moreau,French,France,Paris,2.75,46.94
14655,Gustave,Moreau,French,France,Paris,2.75,46.94
26510,Gustave,Moreau,French,France,Paris,2.75,46.94
174,Gustave,Moreau,French,France,Paris,2.75,46.94
173,Gustave,Moreau,French,France,Paris,2.75,46.94
170,Gustave,Moreau,French,France,Paris,2.75,46.94
14762,Gustave,Moreau,French,France,Paris,2.75,46.94
250,Gustave,Moreau,French,France,Paris,2.75,46.94
251,Gustave,Moreau,French,France,Paris,2.75,46.94
2037,Gustave,Moreau,French,France,Paris,2.75,46.94
2036,Gustave,Moreau,French,France,Paris,2.75,46.94
2035,Gustave,Moreau,French,France,Paris,2.75,46.94
2034,Gustave,Moreau,French,France,Paris,2.75,46.94
2033,Gustave,Moreau,French,France,Paris,2.75,46.94
2031,Gustave,Moreau,French,France,Paris,2.75,46.94
2030,Gustave,Moreau,French,France,Paris,2.75,46.94
102350,Jean Michel,Moreau,French,France,Paris,2.75,46.94
3512,Gustave,Moreau,French,France,Paris,2.75,46.94
255,Gustave,Moreau,French,France,Paris,2.75,46.94
2025,Gustave,Moreau,French,France,Paris,2.75,46.94
2026,Gustave,Moreau,French,France,Paris,2.75,46.94
2020,Gustave,Moreau,French,France,Paris,2.75,46.94
2021,Gustave,Moreau,French,France,Paris,2.75,46.94
2022,Gustave,Moreau,French,France,Paris,2.75,46.94
2023,Gustave,Moreau,French,France,Paris,2.75,46.94
2028,Gustave,Moreau,French,France,Paris,2.75,46.94
2029,Gustave,Moreau,French,France,Paris,2.75,46.94
14723,Gustave,Moreau,French,France,Paris,2.75,46.94
2032,Gustave,Moreau,French,France,Paris,2.75,46.94
14642,Gustave,Moreau,French,France,Paris,2.75,46.94
169,Gustave,Moreau,French,France,Paris,2.75,46.94
2024,Gustave,Moreau,French,France,Paris,2.75,46.94
2027,Gustave,Moreau,French,France,Paris,2.75,46.94
495,Georges,Moreau de Tours,French,France,Paris,2.75,46.94
2006968945,Jean Valentin,Morel,French,France,Paris,2.75,46.94
316348,Léopold,Morice,French,France,Paris,2.75,46.94
304177,Léopold,Morice,French,France,Paris,2.75,46.94
317904,M. von,Munkacsy,French,France,Paris,2.75,46.94
2006994738,Félix,Nadar,French,France,Paris,2.75,46.94
2006994736,Félix,Nadar,French,France,Paris,2.75,46.94
2006994713,Félix,Nadar,French,France,Paris,2.75,46.94
2007002405,Victor Jean,Nicolle,French,France,Paris,2.75,46.94
2007002408,Victor Jean,Nicolle,French,France,Paris,2.75,46.94
2007005303,Victor Jean,Nicolle,French,France,Paris,2.75,46.94
2007005301,Victor Jean,Nicolle,French,France,Paris,2.75,46.94
2007005299,Victor Jean,Nicolle,French,France,Paris,2.75,46.94
2007005290,Victor Jean,Nicolle,French,France,Paris,2.75,46.94
2007005292,Victor Jean,Nicolle,French,France,Paris,2.75,46.94
2007005297,Victor Jean,Nicolle,French,France,Paris,2.75,46.94
2007005288,Victor Jean,Nicolle,French,France,Paris,2.75,46.94
325246,Nicéphore,Niepce,French,France,Paris,2.75,46.94
343491,Nicéphore,Niepce,French,France,Paris,2.75,46.94
343493,Nicéphore,Niepce,French,France,Paris,2.75,46.94
343492,Nicéphore,Niepce,French,France,Paris,2.75,46.94
101232,Émilien de,Nieuwerkerke,French,France,Paris,2.75,46.94
2007032400,Charles Pierre Joseph,Normand,French,France,Paris,2.75,46.94
2006814495,Jean Baptiste Claude,Odiot,French,France,Paris,2.75,46.94
2006980418,Jean Baptiste Claude,Odiot,French,France,Paris,2.75,46.94
2006980428,Jean Baptiste Claude,Odiot,French,France,Paris,2.75,46.94
2006980715,Jean Baptiste Claude,Odiot,French,France,Paris,2.75,46.94
2006980717,Jean Baptiste Claude,Odiot,French,France,Paris,2.75,46.94
2006980711,Jean Baptiste Claude,Odiot,French,France,Paris,2.75,46.94
2006980713,Jean Baptiste Claude,Odiot,French,France,Paris,2.75,46.94
2006980432,Jean Baptiste Claude,Odiot,French,France,Paris,2.75,46.94
2006852340,Charles Nicolas,Odiot,French,France,Paris,2.75,46.94
2006999849,Jean Baptiste Claude,Odiot,French,France,Paris,2.75,46.94
2006980416,Jean Baptiste Claude,Odiot,French,France,Paris,2.75,46.94
2006980430,Jean Baptiste Claude,Odiot,French,France,Paris,2.75,46.94
2006980434,Jean Baptiste Claude,Odiot,French,France,Paris,2.75,46.94
