picture_id,metadata_name,metadata_surname,metadata_nationality,metadata_country,metadata_capital,metadata_longitude,metadata_latitude
317736,Jean-Nicolas,Sobre,Argentinian,Argentina,Buenos Aires,-63.62,-38.41
2006789014,Josef,Abel,Austrian,Austria,Vienna,14.55,47.52
24123,Joseph,Aigner,Austrian,Austria,Vienna,14.55,47.52
24122,Joseph,Aigner,Austrian,Austria,Vienna,14.55,47.52
2549,Rudolf Ritter von,Alt,Austrian,Austria,Vienna,14.55,47.52
103231,Rudolf von,Alt,Austrian,Austria,Vienna,14.55,47.52
6240,Rudolf Ritter von,Alt,Austrian,Austria,Vienna,14.55,47.52
2010683359,Rudolf von,Alt,Austrian,Austria,Vienna,14.55,47.52
15730,Ludwig,Angerer,Austrian,Austria,Vienna,14.55,47.52
15732,Ludwig,Angerer,Austrian,Austria,Vienna,14.55,47.52
15731,Ludwig,Angerer,Austrian,Austria,Vienna,14.55,47.52
15733,Ludwig,Angerer,Austrian,Austria,Vienna,14.55,47.52
2010683382,Ludwig,Angerer,Austrian,Austria,Vienna,14.55,47.52
2006968378,Adam von,Bartsch,Austrian,Austria,Vienna,14.55,47.52
20237,Joseph,Berres,Austrian,Austria,Vienna,14.55,47.52
22244,Tina,Blau,Austrian,Austria,Vienna,14.55,47.52
20982,Tina,Blau,Austrian,Austria,Vienna,14.55,47.52
11415,Tina,Blau-Lang,Austrian,Austria,Vienna,14.55,47.52
342739,Moritz Michael,Daffinger,Austrian,Austria,Vienna,14.55,47.52
11467,Franz von,Defregger,Austrian,Austria,Vienna,14.55,47.52
10365,Franz von,Defregger,Austrian,Austria,Vienna,14.55,47.52
5095,Franz von,Defregger,Austrian,Austria,Vienna,14.55,47.52
14378,Franz von,Defregger,Austrian,Austria,Vienna,14.55,47.52
4944,Franz von,Defregger,Austrian,Austria,Vienna,14.55,47.52
320132,Franz von,Defregger,Austrian,Austria,Vienna,14.55,47.52
11482,Johann Georg,Edlinger,Austrian,Austria,Vienna,14.55,47.52
9808,Johann Georg,Edlinger,Austrian,Austria,Vienna,14.55,47.52
20986,Marie,Egner,Austrian,Austria,Vienna,14.55,47.52
26094,Thomas,Ender,Austrian,Austria,Vienna,14.55,47.52
26092,Thomas,Ender,Austrian,Austria,Vienna,14.55,47.52
26093,Thomas,Ender,Austrian,Austria,Vienna,14.55,47.52
26090,Thomas,Ender,Austrian,Austria,Vienna,14.55,47.52
26091,Thomas,Ender,Austrian,Austria,Vienna,14.55,47.52
26087,Thomas,Ender,Austrian,Austria,Vienna,14.55,47.52
26086,Eduard,Ender,Austrian,Austria,Vienna,14.55,47.52
26089,Thomas,Ender,Austrian,Austria,Vienna,14.55,47.52
26088,Thomas,Ender,Austrian,Austria,Vienna,14.55,47.52
11494,Rudolf,Epp,Austrian,Austria,Vienna,14.55,47.52
312025,Heinrich,Ferstel,Austrian,Austria,Vienna,14.55,47.52
312008,Heinrich,Ferstel,Austrian,Austria,Vienna,14.55,47.52
312006,Heinrich,Ferstel,Austrian,Austria,Vienna,14.55,47.52
312059,Heinrich,Ferstel,Austrian,Austria,Vienna,14.55,47.52
312058,Heinrich,Ferstel,Austrian,Austria,Vienna,14.55,47.52
10976,Heinrich von,Ferstel,Austrian,Austria,Vienna,14.55,47.52
312060,Heinrich,Ferstel,Austrian,Austria,Vienna,14.55,47.52
312061,Heinrich,Ferstel,Austrian,Austria,Vienna,14.55,47.52
11507,Johann,Fischbach,Austrian,Austria,Vienna,14.55,47.52
5252,Josef von,Führich,Austrian,Austria,Vienna,14.55,47.52
14268,Josef von,Führich,Austrian,Austria,Vienna,14.55,47.52
319712,Joseph,Führich,Austrian,Austria,Vienna,14.55,47.52
14247,Josef von,Führich,Austrian,Austria,Vienna,14.55,47.52
14248,Josef von,Führich,Austrian,Austria,Vienna,14.55,47.52
5251,Josef von,Führich,Austrian,Austria,Vienna,14.55,47.52
5486,Josef von,Führich,Austrian,Austria,Vienna,14.55,47.52
6221,Richard,Gerstl,Austrian,Austria,Vienna,14.55,47.52
6226,Richard,Gerstl,Austrian,Austria,Vienna,14.55,47.52
6227,Richard,Gerstl,Austrian,Austria,Vienna,14.55,47.52
6224,Richard,Gerstl,Austrian,Austria,Vienna,14.55,47.52
6225,Richard,Gerstl,Austrian,Austria,Vienna,14.55,47.52
6229,Richard,Gerstl,Austrian,Austria,Vienna,14.55,47.52
6222,Richard,Gerstl,Austrian,Austria,Vienna,14.55,47.52
6228,Richard,Gerstl,Austrian,Austria,Vienna,14.55,47.52
9016,Josef,Grassi,Austrian,Austria,Vienna,14.55,47.52
9017,Josef,Grassi,Austrian,Austria,Vienna,14.55,47.52
9018,Josef,Grassi,Austrian,Austria,Vienna,14.55,47.52
311865,Sebastian,Gutzwiller,Austrian,Austria,Vienna,14.55,47.52
313815,Max,Haider,Austrian,Austria,Vienna,14.55,47.52
10950,Max,Haider,Austrian,Austria,Vienna,14.55,47.52
26000,Wilhelm,Hammerschmidt,Austrian,Austria,Vienna,14.55,47.52
20277,Wilhelm,Hammerschmidt,Austrian,Austria,Vienna,14.55,47.52
11703,Heinrich,Heinlein,Austrian,Austria,Vienna,14.55,47.52
14171,Heinrich,Heinlein,Austrian,Austria,Vienna,14.55,47.52
309567,Edmund,Hellmer,Austrian,Austria,Vienna,14.55,47.52
309569,Edmund,Hellmer,Austrian,Austria,Vienna,14.55,47.52
309568,Edmund,Hellmer,Austrian,Austria,Vienna,14.55,47.52
310995,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319421,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
18737,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
329124,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319985,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319986,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319980,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319981,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319982,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319619,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319422,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319420,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319957,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319959,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
329164,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319744,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
329123,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319752,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319983,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319958,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319746,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319743,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
329125,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
311001,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
311003,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
311002,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319747,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
319745,Josef,Hoffmann,Austrian,Austria,Vienna,14.55,47.52
11372,Franz von,Hörmann,Austrian,Austria,Vienna,14.55,47.52
11020,Heinrich von,Hügel,Austrian,Austria,Vienna,14.55,47.52
11019,Heinrich von,Hügel,Austrian,Austria,Vienna,14.55,47.52
2010683519,Gustav,Jahn,Austrian,Austria,Vienna,14.55,47.52
14198,Ernst,Kaiser,Austrian,Austria,Vienna,14.55,47.52
14196,Ernst,Kaiser,Austrian,Austria,Vienna,14.55,47.52
14197,Ernst,Kaiser,Austrian,Austria,Vienna,14.55,47.52
14194,Ernst,Kaiser,Austrian,Austria,Vienna,14.55,47.52
14195,Ernst,Kaiser,Austrian,Austria,Vienna,14.55,47.52
102629,Friedrich,Kaiser,Austrian,Austria,Vienna,14.55,47.52
13437,Ernst,Kaiser,Austrian,Austria,Vienna,14.55,47.52
11731,Ernst,Kaiser,Austrian,Austria,Vienna,14.55,47.52
15194,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6523,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
335515,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
335514,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
319429,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
319428,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6515,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6531,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6868,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6864,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6865,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6866,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6867,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6860,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6861,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6863,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
2010683625,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6521,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6520,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6522,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6525,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6524,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6527,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6526,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6529,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6528,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
15195,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
15197,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
15196,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
15193,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
15192,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6849,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
319478,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6854,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6512,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6513,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6517,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
29570,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6530,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6518,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6519,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
2010683196,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
2010683194,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6855,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6857,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6851,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6852,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6859,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
319476,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
319477,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6862,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
319426,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
319448,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6514,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6516,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6850,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6848,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6846,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6847,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6845,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6856,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6853,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
6858,Gustav,Klimt,Austrian,Austria,Vienna,14.55,47.52
15200,Julius,Klinger,Austrian,Austria,Vienna,14.55,47.52
2010683527,Julius,Klinger,Austrian,Austria,Vienna,14.55,47.52
2010683525,Julius,Klinger,Austrian,Austria,Vienna,14.55,47.52
14300,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14308,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4468,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
102131,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14567,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14566,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14565,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14564,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14563,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14568,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14726,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
100328,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
100327,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
7058,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14784,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
3400,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
3404,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
3409,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
3408,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14686,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14687,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14684,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14685,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14682,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14683,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14680,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14681,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14688,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14689,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
3570,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14479,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14471,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14470,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14473,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14475,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14474,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14477,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14476,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14679,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
337067,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
337068,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14734,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14298,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14787,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
102987,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14468,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
101595,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
337123,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14711,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14713,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14715,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14716,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14717,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14695,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14694,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14696,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14691,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14690,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14693,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14692,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4512,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14774,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14773,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14776,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14777,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14775,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14772,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14770,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14771,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14778,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14779,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
103281,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14707,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14705,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14703,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14701,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14700,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14709,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
329758,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
329759,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
329756,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
329757,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14769,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14729,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14598,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14596,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14597,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14594,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14595,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14592,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14593,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14591,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
2006802499,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
329761,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
5243,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
7289,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14782,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14781,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
7288,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
5113,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4505,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4507,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4506,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4503,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4509,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4504,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4502,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4508,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14609,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14606,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14607,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14604,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14605,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14602,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14603,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14600,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14601,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14728,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
320566,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
320564,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
5479,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
3430,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14732,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14733,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14730,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14736,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14735,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4350,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14786,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
309917,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14478,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14780,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14678,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14677,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14719,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14613,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4444,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
3394,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
3396,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
3398,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14608,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
5112,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14472,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14792,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4513,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4510,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4511,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
4948,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14791,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14793,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14794,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14616,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14619,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14618,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14615,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14614,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14617,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14611,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14610,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14612,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
5242,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
26368,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14721,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14722,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14724,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14727,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14297,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14296,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14299,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
319516,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
329760,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14731,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14737,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14469,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14467,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14599,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14788,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14785,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
14783,Joseph Anton,Koch,Austrian,Austria,Vienna,14.55,47.52
319532,Oskar,Kokoschka,Austrian,Austria,Vienna,14.55,47.52
319975,Oskar,Kokoschka,Austrian,Austria,Vienna,14.55,47.52
29596,Oskar,Kokoschka,Austrian,Austria,Vienna,14.55,47.52
319526,Oskar,Kokoschka,Austrian,Austria,Vienna,14.55,47.52
319525,Oskar,Kokoschka,Austrian,Austria,Vienna,14.55,47.52
319528,Oskar,Kokoschka,Austrian,Austria,Vienna,14.55,47.52
319529,Oskar,Kokoschka,Austrian,Austria,Vienna,14.55,47.52
308312,Oskar,Kokoschka,Austrian,Austria,Vienna,14.55,47.52
319534,Oskar,Kokoschka,Austrian,Austria,Vienna,14.55,47.52
319531,Oskar,Kokoschka,Austrian,Austria,Vienna,14.55,47.52
319533,Oskar,Kokoschka,Austrian,Austria,Vienna,14.55,47.52
319530,Oskar,Kokoschka,Austrian,Austria,Vienna,14.55,47.52
319527,Oskar,Kokoschka,Austrian,Austria,Vienna,14.55,47.52
20988,Broncia,Koller,Austrian,Austria,Vienna,14.55,47.52
20758,Broncia,Koller,Austrian,Austria,Vienna,14.55,47.52
22255,Broncia,Koller,Austrian,Austria,Vienna,14.55,47.52
22256,Broncia,Koller,Austrian,Austria,Vienna,14.55,47.52
22866,Broncia,Koller,Austrian,Austria,Vienna,14.55,47.52
20987,Broncia,Koller,Austrian,Austria,Vienna,14.55,47.52
22865,Broncia,Koller,Austrian,Austria,Vienna,14.55,47.52
22878,Broncia,Koller,Austrian,Austria,Vienna,14.55,47.52
15218,Alfred,Kubin,Austrian,Austria,Vienna,14.55,47.52
15219,Alfred,Kubin,Austrian,Austria,Vienna,14.55,47.52
15334,Alfred,Kubin,Austrian,Austria,Vienna,14.55,47.52
