picture_id,mid_year,cluster_id,cluster_rank
13639,1840,80,4
2499,1835,42,1
2499,1835,0,2
2499,1835,64,3
2499,1835,46,4
2498,1870,42,1
2498,1870,11,2
2498,1870,62,3
2498,1870,104,4
2491,1874,29,1
2491,1874,28,2
2491,1874,0,3
2491,1874,50,4
2490,1873,86,1
2490,1873,60,2
2490,1873,13,3
2490,1873,23,4
2493,1842,42,1
2493,1842,31,2
2493,1842,23,3
2493,1842,80,4
2492,1826,77,1
2492,1826,6,2
2492,1826,38,3
2492,1826,0,4
2495,1860,40,1
2495,1860,89,2
2495,1860,55,3
2495,1860,8,4
2494,1872,40,1
2494,1872,55,2
2494,1872,64,3
2494,1872,72,4
2497,1841,55,1
2497,1841,19,2
2497,1841,49,3
2497,1841,64,4
2496,1831,62,1
2496,1831,42,2
2496,1831,58,3
2496,1831,6,4
20537,1826,42,1
20537,1826,91,2
20537,1826,62,3
20537,1826,53,4
2005480005,1871,21,1
2005480005,1871,69,2
2005480005,1871,92,3
2005480005,1871,73,4
20531,1913,3,1
20531,1913,9,2
20531,1913,104,3
20531,1913,7,4
20530,1909,68,1
20530,1909,3,2
20530,1909,9,3
20530,1909,63,4
14466,1827,69,1
14466,1827,5,2
14466,1827,64,3
14466,1827,103,4
2005480009,1806,97,1
2005480009,1806,103,2
2005480009,1806,69,3
2005480009,1806,11,4
10556,1836,97,1
10556,1836,69,2
10556,1836,17,3
10556,1836,8,4
10555,1837,87,1
10555,1837,17,2
10555,1837,90,3
10555,1837,71,4
10553,1837,74,1
10553,1837,27,2
10553,1837,37,3
10553,1837,70,4
10550,1836,30,1
10550,1836,13,2
10550,1836,35,3
10550,1836,109,4
10551,1839,1,1
10551,1839,8,2
10551,1839,104,3
10551,1839,75,4
10559,1835,35,1
10559,1835,74,2
10559,1835,27,3
10559,1835,51,4
101137,1833,76,1
101137,1833,69,2
101137,1833,103,3
101137,1833,79,4
101130,1833,76,1
101130,1833,69,2
101130,1833,1,3
101130,1833,79,4
19553,1877,97,1
19553,1877,107,2
19553,1877,17,3
19553,1877,20,4
11257,1911,66,1
11257,1911,6,2
11257,1911,95,3
11257,1911,78,4
4441,1913,7,1
4441,1913,95,2
4441,1913,27,3
4441,1913,81,4
28193,1893,107,1
28193,1893,63,2
28193,1893,7,3
28193,1893,10,4
333819,1839,25,1
333819,1839,26,2
333819,1839,61,3
333819,1839,5,4
4448,1829,60,1
4448,1829,23,2
4448,1829,27,3
4448,1829,51,4
2005480511,1835,60,1
2005480511,1835,64,2
2005480511,1835,30,3
2005480511,1835,57,4
343868,1912,11,1
343868,1912,43,2
343868,1912,107,3
343868,1912,103,4
343869,1913,74,1
343869,1913,64,2
343869,1913,89,3
343869,1913,79,4
328261,1844,1,1
328261,1844,43,2
328261,1844,69,3
328261,1844,61,4
328260,1832,92,1
328260,1832,56,2
328260,1832,76,3
328260,1832,11,4
328262,1814,97,1
328262,1814,104,2
328262,1814,56,3
328262,1814,11,4
26397,1917,82,1
26397,1917,27,2
26397,1917,43,3
26397,1917,69,4
26391,1897,37,1
26391,1897,75,2
26391,1897,43,3
26391,1897,27,4
26390,1897,61,1
26390,1897,74,2
26390,1897,27,3
26390,1897,37,4
26399,1911,7,1
26399,1911,27,2
26399,1911,95,3
26399,1911,0,4
18183,1870,56,1
18183,1870,84,2
18183,1870,43,3
18183,1870,104,4
18182,1885,72,1
18182,1885,71,2
18182,1885,2,3
18182,1885,59,4
17301,1918,7,1
17301,1918,95,2
17301,1918,61,3
17301,1918,23,4
11255,1911,66,1
11255,1911,16,2
11255,1911,51,3
11255,1911,60,4
8242,1819,29,1
8242,1819,28,2
8242,1819,30,3
8242,1819,0,4
10715,1898,1,1
10715,1898,43,2
10715,1898,21,3
10715,1898,95,4
12007,1913,31,1
12007,1913,88,2
12007,1913,6,3
12007,1913,66,4
102715,1859,50,1
102715,1859,0,2
102715,1859,10,3
102715,1859,13,4
102713,1857,50,1
102713,1857,23,2
102713,1857,95,3
102713,1857,39,4
962,1833,44,1
962,1833,53,2
962,1833,91,3
962,1833,65,4
21867,1890,27,1
21867,1890,23,2
21867,1890,37,3
21867,1890,91,4
10712,1898,93,1
10712,1898,75,2
10712,1898,97,3
10712,1898,17,4
7979,1872,35,1
7979,1872,38,2
7979,1872,12,3
7979,1872,57,4
10713,1898,21,1
10713,1898,43,2
10713,1898,95,3
10713,1898,73,4
334343,1848,91,1
334343,1848,5,2
334343,1848,79,3
334343,1848,104,4
334342,1848,5,1
334342,1848,3,2
334342,1848,55,3
334342,1848,104,4
334341,1848,104,1
334341,1848,5,2
334341,1848,44,3
334341,1848,19,4
323276,1815,99,1
323276,1815,76,2
323276,1815,2,3
323276,1815,87,4
6537,1890,46,1
6537,1890,105,2
6537,1890,28,3
6537,1890,80,4
6535,1866,4,1
6535,1866,13,2
6535,1866,80,3
6535,1866,50,4
6531,1901,73,1
6531,1901,9,2
6531,1901,3,3
6531,1901,45,4
7978,1868,12,1
7978,1868,35,2
7978,1868,10,3
7978,1868,11,4
6539,1850,60,1
6539,1850,88,2
6539,1850,89,3
6539,1850,55,4
20089,1857,1,1
20089,1857,107,2
20089,1857,103,3
20089,1857,79,4
20088,1857,8,1
20088,1857,107,2
20088,1857,104,3
20088,1857,69,4
20087,1857,56,1
20087,1857,92,2
20087,1857,1,3
20087,1857,43,4
20086,1857,1,1
20086,1857,92,2
20086,1857,56,3
20086,1857,43,4
20085,1847,58,1
20085,1847,15,2
20085,1847,99,3
20085,1847,26,4
20084,1847,1,1
20084,1847,8,2
20084,1847,104,3
20084,1847,107,4
20083,1846,87,1
20083,1846,71,2
20083,1846,8,3
20083,1846,17,4
20081,1847,50,1
20081,1847,72,2
20081,1847,107,3
20081,1847,79,4
6217,1900,69,1
6217,1900,19,2
6217,1900,91,3
6217,1900,11,4
6214,1905,68,1
6214,1905,17,2
6214,1905,73,3
6214,1905,84,4
6213,1906,68,1
6213,1906,87,2
6213,1906,17,3
6213,1906,95,4
6212,1902,69,1
6212,1902,17,2
6212,1902,11,3
6212,1902,51,4
6211,1906,69,1
6211,1906,75,2
6211,1906,104,3
6211,1906,95,4
6210,1906,75,1
6210,1906,9,2
6210,1906,17,3
6210,1906,3,4
6218,1908,23,1
6218,1908,50,2
6218,1908,57,3
6218,1908,51,4
311686,1812,83,1
311686,1812,99,2
311686,1812,15,3
311686,1812,5,4
311684,1818,15,1
311684,1818,36,2
311684,1818,0,3
311684,1818,52,4
18829,1789,90,1
18829,1789,8,2
18829,1789,87,3
18829,1789,84,4
1762,1834,93,1
1762,1834,61,2
1762,1834,64,3
1762,1834,21,4
1763,1834,44,1
1763,1834,91,2
1763,1834,87,3
1763,1834,61,4
1760,1877,22,1
1760,1877,94,2
1760,1877,48,3
1760,1877,81,4
1761,1876,48,1
1761,1876,49,2
1761,1876,12,3
1761,1876,95,4
1764,1835,91,1
1764,1835,52,2
1764,1835,61,3
1764,1835,55,4
17985,1870,39,1
17985,1870,45,2
17985,1870,55,3
17985,1870,107,4
11119,1859,72,1
11119,1859,96,2
11119,1859,2,3
11119,1859,5,4
100336,1792,88,1
100336,1792,83,2
100336,1792,10,3
100336,1792,60,4
11111,1912,29,1
11111,1912,28,2
11111,1912,96,3
11111,1912,32,4
11112,1916,28,1
11112,1916,70,2
11112,1916,95,3
11112,1916,0,4
11115,1857,52,1
11115,1857,85,2
11115,1857,15,3
11115,1857,5,4
11116,1868,96,1
11116,1868,72,2
11116,1868,2,3
11116,1868,15,4
648,1860,18,1
648,1860,3,2
648,1860,75,3
648,1860,70,4
335626,1830,25,1
335626,1830,5,2
335626,1830,2,3
335626,1830,28,4
12843,1805,46,1
12843,1805,91,2
12843,1805,4,3
12843,1805,3,4
342414,1821,99,1
342414,1821,3,2
342414,1821,43,3
342414,1821,107,4
342415,1794,5,1
342415,1794,3,2
342415,1794,79,3
342415,1794,97,4
342412,1818,52,1
342412,1818,88,2
342412,1818,104,3
342412,1818,89,4
342413,1821,52,1
342413,1821,99,2
342413,1821,61,3
342413,1821,9,4
16238,1855,101,1
16238,1855,1,2
16238,1855,8,3
16238,1855,43,4
16231,1883,69,1
16231,1883,1,2
16231,1883,43,3
16231,1883,107,4
16230,1894,81,1
16230,1894,89,2
16230,1894,84,3
16230,1894,107,4
16233,1870,103,1
16233,1870,1,2
16233,1870,107,3
16233,1870,23,4
16234,1890,101,1
16234,1890,84,2
16234,1890,47,3
16234,1890,1,4
16237,1868,1,1
16237,1868,101,2
16237,1868,43,3
16237,1868,69,4
16236,1879,97,1
16236,1879,75,2
16236,1879,8,3
16236,1879,107,4
308,1892,63,1
308,1892,23,2
308,1892,57,3
308,1892,0,4
2006994613,1865,20,1
2006994613,1865,107,2
2006994613,1865,55,3
2006994613,1865,71,4
309,1866,53,1
309,1866,62,2
309,1866,5,3
309,1866,95,4
312821,1846,67,1
312821,1846,34,2
312821,1846,39,3
312821,1846,57,4
2514,1837,57,1
2514,1837,60,2
2514,1837,0,3
2514,1837,63,4
2515,1837,41,1
2515,1837,70,2
2515,1837,57,3
2515,1837,51,4
2516,1845,46,1
2516,1845,0,2
2516,1845,96,3
2516,1845,15,4
2517,1868,60,1
2517,1868,0,2
2517,1868,23,3
2517,1868,46,4
2510,1840,45,1
2510,1840,99,2
2510,1840,23,3
2510,1840,0,4
2511,1840,36,1
2511,1840,45,2
2511,1840,9,3
2511,1840,18,4
2513,1845,41,1
2513,1845,105,2
2513,1845,51,3
2513,1845,50,4
102085,1914,7,1
102085,1914,61,2
102085,1914,84,3
102085,1914,73,4
102089,1785,31,1
102089,1785,4,2
102089,1785,30,3
102089,1785,13,4
102088,1837,52,1
102088,1837,91,2
102088,1837,60,3
102088,1837,27,4
27550,1870,107,1
27550,1870,103,2
27550,1870,55,3
27550,1870,45,4
27551,1865,12,1
27551,1865,74,2
27551,1865,15,3
27551,1865,35,4
27552,1875,20,1
27552,1875,59,2
27552,1875,22,3
27552,1875,107,4
27553,1875,59,1
27553,1875,39,2
27553,1875,8,3
27553,1875,107,4
27554,1875,65,1
27554,1875,84,2
27554,1875,17,3
27554,1875,107,4
27556,1892,12,1
27556,1892,38,2
27556,1892,72,3
27556,1892,107,4
27557,1850,56,1
27557,1850,21,2
27557,1850,8,3
27557,1850,73,4
300,1880,73,1
300,1880,93,2
300,1880,36,3
300,1880,52,4
8112,1872,8,1
8112,1872,34,2
8112,1872,97,3
8112,1872,11,4
29127,1880,56,1
29127,1880,1,2
29127,1880,107,3
29127,1880,79,4
29125,1885,36,1
29125,1885,11,2
29125,1885,90,3
29125,1885,104,4
29124,1874,71,1
29124,1874,31,2
29124,1874,107,3
29124,1874,11,4
29123,1874,107,1
29123,1874,11,2
29123,1874,104,3
29123,1874,61,4
29122,1909,62,1
29122,1909,95,2
29122,1909,32,3
29122,1909,53,4
29121,1908,53,1
29121,1908,61,2
29121,1908,5,3
29121,1908,104,4
29120,1907,97,1
29120,1907,73,2
29120,1907,107,3
29120,1907,1,4
26606,1905,3,1
26606,1905,9,2
26606,1905,92,3
26606,1905,11,4
26605,1889,40,1
26605,1889,69,2
26605,1889,94,3
26605,1889,104,4
26608,1905,3,1
26608,1905,5,2
26608,1905,92,3
26608,1905,11,4
322650,1814,62,1
322650,1814,72,2
322650,1814,42,3
322650,1814,61,4
23381,1890,101,1
23381,1890,1,2
23381,1890,8,3
23381,1890,43,4
23380,1893,12,1
23380,1893,74,2
23380,1893,72,3
23380,1893,2,4
23389,1870,96,1
23389,1870,32,2
23389,1870,12,3
23389,1870,2,4
23388,1885,12,1
23388,1885,38,2
23388,1885,96,3
23388,1885,99,4
22032,1906,75,1
22032,1906,69,2
22032,1906,11,3
22032,1906,95,4
22035,1906,75,1
22035,1906,9,2
22035,1906,3,3
22035,1906,104,4
22036,1912,65,1
22036,1912,43,2
22036,1912,55,3
22036,1912,11,4
22037,1916,7,1
22037,1916,95,2
22037,1916,73,3
22037,1916,69,4
22039,1916,75,1
22039,1916,69,2
22039,1916,17,3
22039,1916,11,4
7587,1829,88,1
7587,1829,66,2
7587,1829,41,3
7587,1829,23,4
7581,1799,32,1
7581,1799,18,2
7581,1799,27,3
7581,1799,83,4
23925,1844,95,1
23925,1844,73,2
23925,1844,20,3
23925,1844,2,4
23924,1844,26,1
23924,1844,81,2
23924,1844,90,3
23924,1844,14,4
23927,1844,90,1
23927,1844,61,2
23927,1844,73,3
23927,1844,107,4
23926,1840,34,1
23926,1840,16,2
23926,1840,74,3
23926,1840,78,4
23921,1840,39,1
23921,1840,2,2
23921,1840,5,3
23921,1840,26,4
23920,1840,15,1
23920,1840,2,2
23920,1840,25,3
23920,1840,5,4
23923,1839,2,1
23923,1839,72,2
23923,1839,25,3
23923,1839,61,4
23922,1839,2,1
23922,1839,72,2
23922,1839,50,3
23922,1839,25,4
23929,1846,25,1
23929,1846,34,2
23929,1846,7,3
23929,1846,61,4
23928,1846,25,1
23928,1846,72,2
23928,1846,26,3
23928,1846,5,4
13911,1913,72,1
13911,1913,5,2
13911,1913,67,3
13911,1913,12,4
19632,1855,55,1
19632,1855,62,2
19632,1855,107,3
19632,1855,21,4
19633,1855,62,1
19633,1855,21,2
19633,1855,6,3
19633,1855,107,4
7973,1878,59,1
7973,1878,15,2
7973,1878,72,3
7973,1878,35,4
5561,1873,73,1
5561,1873,26,2
5561,1873,36,3
5561,1873,68,4
18958,1914,28,1
18958,1914,84,2
18958,1914,70,3
18958,1914,109,4
2006950399,1801,108,1
2006950399,1801,87,2
2006950399,1801,5,3
2006950399,1801,11,4
10698,1890,44,1
10698,1890,19,2
10698,1890,71,3
10698,1890,65,4
14189,1852,60,1
14189,1852,41,2
14189,1852,70,3
14189,1852,0,4
14188,1854,57,1
14188,1854,108,2
14188,1854,63,3
14188,1854,0,4
14181,1875,75,1
14181,1875,71,2
14181,1875,11,3
14181,1875,104,4
18377,1860,47,1
18377,1860,8,2
18377,1860,107,3
18377,1860,103,4
18378,1861,49,1
18378,1861,103,2
18378,1861,107,3
18378,1861,64,4
18379,1863,48,1
18379,1863,49,2
18379,1863,107,3
18379,1863,17,4
3087,1886,18,1
3087,1886,3,2
3087,1886,84,3
3087,1886,9,4
13869,1907,30,1
13869,1907,35,2
13869,1907,13,3
13869,1907,96,4
13868,1908,85,1
13868,1908,67,2
13868,1908,26,3
13868,1908,107,4
13867,1840,90,1
13867,1840,62,2
13867,1840,73,3
13867,1840,72,4
13866,1907,96,1
13866,1907,15,2
13866,1907,67,3
13866,1907,107,4
13865,1909,90,1
13865,1909,48,2
13865,1909,85,3
13865,1909,107,4
13864,1841,78,1
13864,1841,93,2
13864,1841,32,3
13864,1841,53,4
13863,1842,53,1
13863,1842,62,2
13863,1842,36,3
13863,1842,16,4
13862,1909,25,1
13862,1909,15,2
13862,1909,12,3
13862,1909,5,4
13861,1909,90,1
13861,1909,39,2
13861,1909,85,3
13861,1909,26,4
13860,1905,2,1
13860,1905,107,2
13860,1905,35,3
13860,1905,50,4
2005482107,1850,17,1
2005482107,1850,68,2
2005482107,1850,80,3
2005482107,1850,95,4
2005482104,1850,56,1
2005482104,1850,17,2
2005482104,1850,73,3
2005482104,1850,31,4
2005479899,1857,77,1
2005479899,1857,74,2
2005479899,1857,11,3
2005479899,1857,71,4
18702,1890,12,1
18702,1890,67,2
18702,1890,105,3
18702,1890,35,4
18700,1882,29,1
18700,1882,105,2
18700,1882,13,3
18700,1882,96,4
20055,1874,108,1
20055,1874,19,2
20055,1874,107,3
20055,1874,1,4
18709,1885,82,1
18709,1885,18,2
18709,1885,59,3
18709,1885,16,4
18708,1860,12,1
18708,1860,81,2
18708,1860,14,3
18708,1860,107,4
10690,1904,13,1
10690,1904,23,2
10690,1904,51,3
10690,1904,98,4
2006814094,1806,47,1
2006814094,1806,92,2
2006814094,1806,5,3
2006814094,1806,73,4
17827,1895,43,1
17827,1895,64,2
17827,1895,34,3
17827,1895,92,4
238,1790,8,1
238,1790,97,2
238,1790,69,3
238,1790,11,4
235,1790,97,1
235,1790,8,2
235,1790,9,3
235,1790,69,4
236,1795,64,1
236,1795,78,2
236,1795,81,3
236,1795,103,4
237,1791,8,1
237,1791,97,2
237,1791,69,3
237,1791,104,4
232,1796,53,1
232,1796,62,2
232,1796,32,3
232,1796,59,4
21651,1845,25,1
21651,1845,34,2
21651,1845,61,3
21651,1845,5,4
2006915368,1854,83,1
2006915368,1854,80,2
2006915368,1854,32,3
2006915368,1854,70,4
2007037876,1787,98,1
2007037876,1787,93,2
2007037876,1787,52,3
2007037876,1787,19,4
10696,1883,91,1
10696,1883,52,2
10696,1883,87,3
10696,1883,104,4
21869,1895,99,1
21869,1895,30,2
21869,1895,98,3
21869,1895,63,4
10749,1882,65,1
10749,1882,40,2
10749,1882,2,3
10749,1882,50,4
10748,1905,102,1
10748,1905,3,2
10748,1905,51,3
10748,1905,45,4
10747,1834,45,1
10747,1834,65,2
10747,1834,90,3
10747,1834,75,4
10746,1887,42,1
10746,1887,59,2
10746,1887,92,3
10746,1887,64,4
10745,1890,6,1
10745,1890,65,2
10745,1890,48,3
10745,1890,49,4
10744,1888,88,1
10744,1888,89,2
10744,1888,31,3
10744,1888,50,4
10743,1880,63,1
10743,1880,51,2
10743,1880,23,3
10743,1880,95,4
10742,1880,35,1
10742,1880,10,2
10742,1880,0,3
10742,1880,23,4
10741,1885,84,1
10741,1885,64,2
10741,1885,45,3
10741,1885,8,4
10740,1884,106,1
10740,1884,31,2
10740,1884,28,3
10740,1884,81,4
2006986772,1797,62,1
2006986772,1797,59,2
2006986772,1797,5,3
2006986772,1797,55,4
11838,1846,71,1
11838,1846,59,2
11838,1846,64,3
11838,1846,107,4
11839,1893,37,1
11839,1893,80,2
11839,1893,50,3
11839,1893,57,4
11836,1835,94,1
11836,1835,32,2
11836,1835,53,3
11836,1835,43,4
11837,1791,40,1
11837,1791,101,2
11837,1791,103,3
11837,1791,69,4
11834,1856,15,1
11834,1856,96,2
11834,1856,14,3
11834,1856,35,4
11835,1861,99,1
11835,1861,26,2
11835,1861,14,3
11835,1861,58,4
11832,1876,55,1
11832,1876,64,2
11832,1876,90,3
11832,1876,43,4
11833,1906,97,1
11833,1906,104,2
11833,1906,23,3
11833,1906,92,4
9862,1809,97,1
9862,1809,69,2
9862,1809,92,3
9862,1809,75,4
16213,1858,1,1
16213,1858,43,2
16213,1858,21,3
16213,1858,107,4
20217,1850,63,1
20217,1850,107,2
20217,1850,61,3
20217,1850,79,4
101013,1833,32,1
101013,1833,62,2
101013,1833,14,3
101013,1833,81,4
200133,1914,82,1
200133,1914,3,2
200133,1914,11,3
200133,1914,9,4
8501,1786,59,1
8501,1786,38,2
8501,1786,50,3
8501,1786,10,4
8500,1786,52,1
8500,1786,60,2
8500,1786,14,3
8500,1786,15,4
8503,1788,64,1
8503,1788,1,2
8503,1788,104,3
8503,1788,79,4
8502,1786,55,1
8502,1786,91,2
8502,1786,0,3
8502,1786,43,4
8505,1793,72,1
8505,1793,3,2
8505,1793,14,3
8505,1793,55,4
8504,1788,59,1
8504,1788,22,2
8504,1788,21,3
8504,1788,38,4
8507,1797,47,1
8507,1797,93,2
8507,1797,43,3
8507,1797,103,4
8509,1805,94,1
8509,1805,44,2
8509,1805,97,3
8509,1805,11,4
9866,1790,88,1
9866,1790,98,2
9866,1790,27,3
9866,1790,70,4
26522,1883,106,1
26522,1883,40,2
26522,1883,60,3
26522,1883,27,4
26523,1862,5,1
26523,1862,13,2
26523,1862,53,3
26523,1862,75,4
26526,1870,78,1
26526,1870,6,2
26526,1870,23,3
26526,1870,0,4
26527,1883,86,1
26527,1883,4,2
26527,1883,10,3
26527,1883,0,4
26524,1883,78,1
26524,1883,60,2
26524,1883,27,3
26524,1883,62,4
26525,1857,86,1
26525,1857,27,2
26525,1857,0,3
26525,1857,32,4
26528,1880,46,1
26528,1880,27,2
26528,1880,0,3
26528,1880,57,4
26529,1864,27,1
26529,1864,13,2
26529,1864,23,3
26529,1864,107,4
20211,1855,73,1
20211,1855,17,2
20211,1855,97,3
20211,1855,44,4
23661,1839,2,1
23661,1839,53,2
23661,1839,50,3
23661,1839,12,4
7183,1828,83,1
7183,1828,60,2
7183,1828,80,3
7183,1828,32,4
7365,1826,94,1
7365,1826,32,2
7365,1826,70,3
7365,1826,60,4
11155,1862,59,1
11155,1862,55,2
11155,1862,45,3
11155,1862,102,4
7367,1839,32,1
7367,1839,63,2
7367,1839,57,3
7367,1839,19,4
2005481107,1850,87,1
2005481107,1850,80,2
2005481107,1850,95,3
2005481107,1850,82,4
2005481104,1840,68,1
2005481104,1840,73,2
2005481104,1840,63,3
2005481104,1840,109,4
2006892497,1829,97,1
2006892497,1829,71,2
2006892497,1829,84,3
2006892497,1829,8,4
9713,1851,53,1
9713,1851,91,2
9713,1851,5,3
9713,1851,55,4
9712,1851,89,1
9712,1851,5,2
9712,1851,53,3
9712,1851,39,4
9711,1851,43,1
9711,1851,5,2
9711,1851,55,3
9711,1851,72,4
22996,1802,47,1
22996,1802,69,2
22996,1802,1,3
22996,1802,104,4
24108,1883,26,1
24108,1883,73,2
24108,1883,72,3
24108,1883,2,4
24109,1882,6,1
24109,1882,78,2
24109,1882,73,3
24109,1882,53,4
22993,1802,69,1
22993,1802,1,2
22993,1802,104,3
22993,1802,5,4
22992,1805,67,1
22992,1805,53,2
22992,1805,91,3
22992,1805,11,4
24102,1880,5,1
24102,1880,26,2
24102,1880,2,3
24102,1880,39,4
24103,1869,44,1
24103,1869,90,2
24103,1869,65,3
24103,1869,84,4
24101,1880,72,1
24101,1880,5,2
24101,1880,2,3
24101,1880,90,4
17320,1900,38,1
17320,1900,107,2
17320,1900,55,3
17320,1900,50,4
6306,1889,54,1
6306,1889,77,2
6306,1889,27,3
6306,1889,0,4
17326,1888,59,1
17326,1888,107,2
17326,1888,8,3
17326,1888,55,4
7931,1872,30,1
7931,1872,13,2
7931,1872,4,3
7931,1872,35,4
6301,1890,54,1
6301,1890,77,2
6301,1890,0,3
6301,1890,17,4
3005,1873,41,1
3005,1873,109,2
3005,1873,51,3
3005,1873,28,4
3004,1859,4,1
3004,1859,70,2
3004,1859,23,3
3004,1859,28,4
3007,1859,55,1
3007,1859,27,2
3007,1859,69,3
3007,1859,104,4
3006,1857,18,1
3006,1857,109,2
3006,1857,45,3
3006,1857,13,4
3001,1858,70,1
3001,1858,80,2
3001,1858,10,3
3001,1858,0,4
3000,1865,29,1
3000,1865,70,2
3000,1865,4,3
3000,1865,28,4
3003,1865,70,1
3003,1865,100,2
3003,1865,0,3
3003,1865,35,4
3002,1868,4,1
3002,1868,70,2
3002,1868,51,3
3002,1868,0,4
3009,1859,40,1
3009,1859,81,2
3009,1859,64,3
3009,1859,103,4
3008,1860,81,1
3008,1860,59,2
3008,1860,19,3
3008,1860,12,4
27456,1860,83,1
27456,1860,35,2
27456,1860,107,3
27456,1860,2,4
27452,1855,21,1
27452,1855,92,2
27452,1855,107,3
27452,1855,69,4
7936,1879,28,1
7936,1879,13,2
7936,1879,4,3
7936,1879,51,4
7938,1866,35,1
7938,1866,72,2
7938,1866,57,3
7938,1866,50,4
10675,1901,69,1
10675,1901,5,2
10675,1901,98,3
10675,1901,95,4
339486,1817,25,1
339486,1817,61,2
339486,1817,5,3
339486,1817,50,4
339489,1818,28,1
339489,1818,46,2
339489,1818,5,3
339489,1818,14,4
339488,1819,46,1
339488,1819,3,2
339488,1819,55,3
339488,1819,91,4
330166,1870,40,1
330166,1870,69,2
330166,1870,75,3
330166,1870,103,4
10210,1880,53,1
10210,1880,9,2
10210,1880,62,3
10210,1880,93,4
326622,1850,99,1
326622,1850,42,2
326622,1850,66,3
326622,1850,91,4
326620,1912,7,1
326620,1912,65,2
326620,1912,68,3
326620,1912,47,4
22174,1905,46,1
22174,1905,109,2
22174,1905,71,3
22174,1905,92,4
22173,1905,71,1
22173,1905,84,2
22173,1905,74,3
22173,1905,19,4
6089,1821,86,1
6089,1821,23,2
6089,1821,27,3
6089,1821,60,4
6086,1901,68,1
6086,1901,102,2
6086,1901,108,3
6086,1901,84,4
6087,1820,105,1
6087,1820,109,2
6087,1820,27,3
6087,1820,14,4
6084,1893,102,1
6084,1893,64,2
6084,1893,40,3
6084,1893,1,4
6085,1888,68,1
6085,1888,102,2
6085,1888,19,3
6085,1888,71,4
22179,1898,69,1
22179,1898,75,2
22179,1898,97,3
22179,1898,73,4
22178,1905,69,1
22178,1905,11,2
22178,1905,104,3
22178,1905,17,4
6080,1891,102,1
6080,1891,17,2
6080,1891,8,3
6080,1891,104,4
6081,1882,19,1
6081,1882,47,2
6081,1882,84,3
6081,1882,1,4
2006795222,1795,22,1
2006795222,1795,20,2
2006795222,1795,45,3
2006795222,1795,68,4
5013,1883,60,1
5013,1883,27,2
5013,1883,50,3
5013,1883,57,4
322638,1799,76,1
322638,1799,5,2
322638,1799,80,3
322638,1799,62,4
2655,1880,81,1
2655,1880,64,2
2655,1880,5,3
2655,1880,43,4
316922,1803,39,1
316922,1803,26,2
316922,1803,2,3
316922,1803,65,4
345001,1855,71,1
345001,1855,19,2
345001,1855,107,3
345001,1855,43,4
345002,1843,55,1
345002,1843,107,2
345002,1843,99,3
345002,1843,77,4
345003,1852,18,1
345003,1852,55,2
345003,1852,107,3
345003,1852,12,4
345004,1853,38,1
345004,1853,55,2
345004,1853,12,3
345004,1853,107,4
345005,1864,16,1
345005,1864,62,2
345005,1864,107,3
345005,1864,63,4
314095,1872,55,1
314095,1872,84,2
314095,1872,1,3
314095,1872,65,4
314094,1862,15,1
314094,1862,96,2
314094,1862,107,3
314094,1862,34,4
8213,1875,94,1
8213,1875,90,2
8213,1875,87,3
8213,1875,97,4
17589,1800,31,1
17589,1800,108,2
17589,1800,80,3
17589,1800,68,4
8079,1859,18,1
8079,1859,3,2
8079,1859,63,3
8079,1859,30,4
8078,1835,9,1
8078,1835,77,2
8078,1835,3,3
8078,1835,104,4
8071,1819,69,1
8071,1819,1,2
8071,1819,103,3
8071,1819,79,4
8070,1870,1,1
8070,1870,89,2
8070,1870,8,3
8070,1870,69,4
8073,1860,1,1
8073,1860,8,2
8073,1860,104,3
8073,1860,43,4
8072,1840,93,1
8072,1840,103,2
8072,1840,21,3
8072,1840,44,4
8075,1852,97,1
8075,1852,75,2
8075,1852,84,3
8075,1852,69,4
8074,1830,69,1
8074,1830,1,2
8074,1830,103,3
8074,1830,79,4
8077,1823,32,1
8077,1823,2,2
8077,1823,64,3
8077,1823,79,4
8076,1814,53,1
8076,1814,23,2
8076,1814,3,3
8076,1814,9,4
8490,1799,42,1
8490,1799,31,2
8490,1799,21,3
8490,1799,103,4
5821,1909,66,1
5821,1909,51,2
5821,1909,23,3
5821,1909,77,4
5820,1910,9,1
5820,1910,3,2
5820,1910,18,3
5820,1910,95,4
5823,1906,51,1
5823,1906,64,2
5823,1906,17,3
5823,1906,45,4
5822,1909,66,1
5822,1909,16,2
5822,1909,51,3
5822,1909,6,4
5825,1909,9,1
5825,1909,18,2
5825,1909,3,3
5825,1909,104,4
5824,1885,9,1
5824,1885,3,2
5824,1885,69,3
5824,1885,95,4
5827,1883,18,1
5827,1883,54,2
5827,1883,59,3
5827,1883,45,4
5826,1882,19,1
5826,1882,11,2
5826,1882,51,3
5826,1882,104,4
5828,1881,108,1
5828,1881,71,2
5828,1881,19,3
5828,1881,64,4
103265,1845,41,1
103265,1845,70,2
103265,1845,27,3
103265,1845,51,4
103266,1875,63,1
103266,1875,37,2
103266,1875,51,3
103266,1875,5,4
5842,1897,18,1
5842,1897,45,2
5842,1897,60,3
5842,1897,70,4
5841,1819,86,1
5841,1819,60,2
5841,1819,13,3
5841,1819,27,4
11068,1905,67,1
11068,1905,29,2
11068,1905,15,3
11068,1905,95,4
5840,1819,86,1
5840,1819,60,2
5840,1819,13,3
