picture_id,mid_year,cluster_id,cluster_rank
323694,1842,76,3
323694,1842,5,4
14883,1893,9,1
14883,1893,3,2
14883,1893,65,3
14883,1893,79,4
14887,1858,44,1
14887,1858,65,2
14887,1858,97,3
14887,1858,47,4
23071,1906,36,1
23071,1906,99,2
23071,1906,3,3
23071,1906,9,4
20958,1794,41,1
20958,1794,15,2
20958,1794,13,3
20958,1794,0,4
2615,1870,46,1
2615,1870,109,2
2615,1870,60,3
2615,1870,86,4
5476,1871,69,1
5476,1871,11,2
5476,1871,71,3
5476,1871,75,4
5474,1905,38,1
5474,1905,9,2
5474,1905,3,3
5474,1905,18,4
14264,1811,5,1
14264,1811,27,2
14264,1811,51,3
14264,1811,61,4
14265,1818,4,1
14265,1818,28,2
14265,1818,29,3
14265,1818,13,4
14266,1828,83,1
14266,1828,51,2
14266,1828,98,3
14266,1828,15,4
14267,1834,57,1
14267,1834,27,2
14267,1834,51,3
14267,1834,5,4
14260,1802,105,1
14260,1802,30,2
14260,1802,51,3
14260,1802,63,4
14261,1802,13,1
14261,1802,74,2
14261,1802,50,3
14261,1802,60,4
14262,1802,41,1
14262,1802,74,2
14262,1802,50,3
14262,1802,57,4
14263,1806,58,1
14263,1806,74,2
14263,1806,50,3
14263,1806,5,4
9897,1839,42,1
9897,1839,63,2
9897,1839,23,3
9897,1839,98,4
20956,1800,41,1
20956,1800,15,2
20956,1800,70,3
20956,1800,13,4
25892,1890,70,1
25892,1890,10,2
25892,1890,0,3
25892,1890,60,4
311732,1876,67,1
311732,1876,25,2
311732,1876,5,3
311732,1876,73,4
311731,1865,67,1
311731,1865,12,2
311731,1865,2,3
311731,1865,15,4
311734,1864,29,1
311734,1864,27,2
311734,1864,13,3
311734,1864,109,4
2006899356,1805,56,1
2006899356,1805,79,2
2006899356,1805,1,3
2006899356,1805,64,4
101753,1835,32,1
101753,1835,30,2
101753,1835,13,3
101753,1835,57,4
22590,1880,5,1
22590,1880,69,2
22590,1880,103,3
22590,1880,19,4
7691,1918,109,1
7691,1918,82,2
7691,1918,9,3
7691,1918,3,4
26079,1810,28,1
26079,1810,109,2
26079,1810,4,3
26079,1810,29,4
333010,1857,20,1
333010,1857,4,2
333010,1857,28,3
333010,1857,109,4
22598,1856,64,1
22598,1856,98,2
22598,1856,11,3
22598,1856,97,4
102011,1862,103,1
102011,1862,64,2
102011,1862,19,3
102011,1862,1,4
102419,1794,79,1
102419,1794,11,2
102419,1794,104,3
102419,1794,5,4
102416,1794,74,1
102416,1794,80,2
102416,1794,96,3
102416,1794,72,4
102417,1794,45,1
102417,1794,87,2
102417,1794,8,3
102417,1794,47,4
102413,1794,88,1
102413,1794,83,2
102413,1794,67,3
102413,1794,5,4
9429,1832,13,1
9429,1832,15,2
9429,1832,31,3
9429,1832,35,4
17775,1900,43,1
17775,1900,84,2
17775,1900,107,3
17775,1900,64,4
6001,1884,57,1
6001,1884,35,2
6001,1884,38,3
6001,1884,77,4
17778,1890,77,1
17778,1890,55,2
17778,1890,13,3
17778,1890,70,4
27948,1888,77,1
27948,1888,54,2
27948,1888,74,3
27948,1888,38,4
303745,1795,8,1
303745,1795,99,2
303745,1795,69,3
303745,1795,79,4
12110,1905,40,1
12110,1905,73,2
12110,1905,66,3
12110,1905,3,4
2005481014,1834,13,1
2005481014,1834,61,2
2005481014,1834,0,3
2005481014,1834,59,4
9289,1912,80,1
9289,1912,66,2
9289,1912,74,3
9289,1912,55,4
9288,1913,95,1
9288,1913,19,2
9288,1913,71,3
9288,1913,64,4
9285,1914,66,1
9285,1914,35,2
9285,1914,55,3
9285,1914,14,4
9287,1914,84,1
9287,1914,8,2
9287,1914,95,3
9287,1914,63,4
9281,1911,35,1
9281,1911,96,2
9281,1911,95,3
9281,1911,15,4
9283,1912,7,1
9283,1912,64,2
9283,1912,11,3
9283,1912,66,4
9282,1914,106,1
9282,1914,84,2
9282,1914,95,3
9282,1914,79,4
9022,1880,75,1
9022,1880,71,2
9022,1880,69,3
9022,1880,11,4
10206,1878,31,1
10206,1878,68,2
10206,1878,84,3
10206,1878,69,4
10204,1877,23,1
10204,1877,6,2
10204,1877,78,3
10204,1877,63,4
10205,1878,31,1
10205,1878,69,2
10205,1878,75,3
10205,1878,66,4
10202,1877,91,1
10202,1877,3,2
10202,1877,16,3
10202,1877,62,4
10200,1876,13,1
10200,1876,55,2
10200,1876,23,3
10200,1876,77,4
24018,1864,38,1
24018,1864,14,2
24018,1864,62,3
24018,1864,107,4
10208,1878,9,1
10208,1878,6,2
10208,1878,23,3
10208,1878,3,4
2989,1865,43,1
2989,1865,69,2
2989,1865,103,3
2989,1865,79,4
2983,1829,26,1
2983,1829,83,2
2983,1829,39,3
2983,1829,100,4
2987,1832,27,1
2987,1832,100,2
2987,1832,0,3
2987,1832,10,4
2986,1812,52,1
2986,1812,15,2
2986,1812,60,3
2986,1812,23,4
2985,1815,109,1
2985,1815,52,2
2985,1815,60,3
2985,1815,0,4
333968,1875,46,1
333968,1875,3,2
333968,1875,109,3
333968,1875,9,4
27138,1875,67,1
27138,1875,39,2
27138,1875,12,3
27138,1875,2,4
27139,1897,12,1
27139,1897,39,2
27139,1897,31,3
27139,1897,107,4
27133,1875,84,1
27133,1875,73,2
27133,1875,90,3
27133,1875,8,4
27130,1888,37,1
27130,1888,50,2
27130,1888,14,3
27130,1888,107,4
27131,1885,12,1
27131,1885,39,2
27131,1885,2,3
27131,1885,74,4
27136,1860,19,1
27136,1860,73,2
27136,1860,107,3
27136,1860,8,4
27137,1850,21,1
27137,1850,73,2
27137,1850,84,3
27137,1850,19,4
27135,1845,97,1
27135,1845,8,2
27135,1845,104,3
27135,1845,11,4
23383,1893,12,1
23383,1893,67,2
23383,1893,2,3
23383,1893,96,4
23382,1886,106,1
23382,1886,2,2
23382,1886,12,3
23382,1886,107,4
23385,1900,105,1
23385,1900,60,2
23385,1900,107,3
23385,1900,79,4
23384,1897,67,1
23384,1897,2,2
23384,1897,15,3
23384,1897,12,4
23387,1907,58,1
23387,1907,67,2
23387,1907,107,3
23387,1907,6,4
23386,1908,38,1
23386,1908,75,2
23386,1908,92,3
23386,1908,107,4
345314,1853,7,1
345314,1853,107,2
345314,1853,73,3
345314,1853,56,4
2154,1900,13,1
2154,1900,35,2
2154,1900,0,3
2154,1900,30,4
4980,1840,101,1
4980,1840,106,2
4980,1840,23,3
4980,1840,57,4
2157,1905,95,1
2157,1905,23,2
2157,1905,34,3
2157,1905,10,4
4984,1865,38,1
4984,1865,59,2
4984,1865,57,3
4984,1865,74,4
2153,1902,102,1
2153,1902,57,2
2153,1902,7,3
2153,1902,66,4
4988,1839,106,1
4988,1839,44,2
4988,1839,81,3
4988,1839,47,4
2158,1905,29,1
2158,1905,28,2
2158,1905,109,3
2158,1905,17,4
2159,1905,69,1
2159,1905,102,2
2159,1905,95,3
2159,1905,20,4
345310,1868,91,1
345310,1868,69,2
345310,1868,107,3
345310,1868,76,4
345312,1855,73,1
345312,1855,5,2
345312,1855,7,3
345312,1855,56,4
2005480519,1872,70,1
2005480519,1872,17,2
2005480519,1872,95,3
2005480519,1872,51,4
2006965916,1850,47,1
2006965916,1850,97,2
2006965916,1850,107,3
2006965916,1850,11,4
18189,1870,55,1
18189,1870,90,2
18189,1870,77,3
18189,1870,107,4
18184,1870,75,1
18184,1870,59,2
18184,1870,103,3
18184,1870,89,4
18186,1897,75,1
18186,1897,107,2
18186,1897,38,3
18186,1897,105,4
18180,1870,19,1
18180,1870,90,2
18180,1870,107,3
18180,1870,84,4
103110,1842,93,1
103110,1842,9,2
103110,1842,11,3
103110,1842,5,4
519,1857,77,1
519,1857,45,2
519,1857,78,3
519,1857,54,4
518,1859,77,1
518,1859,88,2
518,1859,45,3
518,1859,71,4
511,1838,3,1
511,1838,87,2
511,1838,9,3
511,1838,17,4
513,1853,49,1
513,1853,45,2
513,1853,18,3
513,1853,3,4
516,1864,97,1
516,1864,69,2
516,1864,104,3
516,1864,11,4
15007,1890,3,1
15007,1890,91,2
15007,1890,44,3
15007,1890,55,4
15006,1899,22,1
15006,1899,3,2
15006,1899,8,3
15006,1899,84,4
15005,1900,18,1
15005,1900,17,2
15005,1900,73,3
15005,1900,3,4
15004,1897,49,1
15004,1897,3,2
15004,1897,82,3
15004,1897,9,4
15003,1895,36,1
15003,1895,68,2
15003,1895,105,3
15003,1895,108,4
15002,1880,4,1
15002,1880,91,2
15002,1880,109,3
15002,1880,60,4
6530,1905,17,1
6530,1905,95,2
6530,1905,34,3
6530,1905,51,4
15000,1892,17,1
15000,1892,73,2
15000,1892,49,3
15000,1892,7,4
15009,1898,18,1
15009,1898,3,2
15009,1898,45,3
15009,1898,17,4
18477,1890,29,1
18477,1890,28,2
18477,1890,105,3
18477,1890,35,4
2005481642,1865,81,1
2005481642,1865,78,2
2005481642,1865,6,3
2005481642,1865,12,4
3116,1822,3,1
3116,1822,46,2
3116,1822,105,3
3116,1822,4,4
3114,1879,78,1
3114,1879,16,2
3114,1879,51,3
3114,1879,48,4
3113,1897,18,1
3113,1897,3,2
3113,1897,8,3
3113,1897,65,4
3111,1883,18,1
3111,1883,65,2
3111,1883,3,3
3111,1883,9,4
3110,1879,67,1
3110,1879,49,2
3110,1879,48,3
3110,1879,95,4
11943,1895,9,1
11943,1895,3,2
11943,1895,70,3
11943,1895,51,4
19634,1855,21,1
19634,1855,108,2
19634,1855,62,3
19634,1855,42,4
19636,1855,55,1
19636,1855,103,2
19636,1855,89,3
19636,1855,107,4
19637,1855,62,1
19637,1855,21,2
19637,1855,55,3
19637,1855,38,4
19630,1855,43,1
19630,1855,8,2
19630,1855,103,3
19630,1855,104,4
19631,1855,21,1
19631,1855,62,2
19631,1855,77,3
19631,1855,55,4
19638,1855,78,1
19638,1855,6,2
19638,1855,21,3
19638,1855,39,4
332957,1831,20,1
332957,1831,29,2
332957,1831,35,3
332957,1831,14,4
337818,1849,41,1
337818,1849,36,2
337818,1849,27,3
337818,1849,63,4
337819,1849,67,1
337819,1849,40,2
337819,1849,29,3
337819,1849,30,4
200134,1914,78,1
200134,1914,16,2
200134,1914,6,3
200134,1914,103,4
200130,1914,80,1
200130,1914,93,2
200130,1914,7,3
200130,1914,5,4
200132,1914,5,1
200132,1914,62,2
200132,1914,80,3
200132,1914,38,4
12094,1903,90,1
12094,1903,49,2
12094,1903,84,3
12094,1903,45,4
200139,1918,61,1
200139,1918,7,2
200139,1918,69,3
200139,1918,109,4
330746,1796,14,1
330746,1796,73,2
330746,1796,99,3
330746,1796,58,4
17560,1882,22,1
17560,1882,55,2
17560,1882,72,3
17560,1882,75,4
7368,1905,34,1
7368,1905,84,2
7368,1905,14,3
7368,1905,63,4
7369,1902,34,1
7369,1902,57,2
7369,1902,80,3
7369,1902,71,4
1032,1811,93,1
1032,1811,9,2
1032,1811,3,3
1032,1811,43,4
1030,1874,75,1
1030,1874,97,2
1030,1874,17,3
1030,1874,22,4
1036,1805,38,1
1036,1805,16,2
1036,1805,26,3
1036,1805,39,4
11069,1862,2,1
11069,1862,96,2
11069,1862,107,3
11069,1862,10,4
11061,1899,4,1
11061,1899,70,2
11061,1899,50,3
11061,1899,95,4
11063,1902,32,1
11063,1902,18,2
11063,1902,27,3
11063,1902,95,4
11065,1904,28,1
11065,1904,29,2
11065,1904,96,3
11065,1904,4,4
11067,1905,29,1
11067,1905,28,2
11067,1905,96,3
11067,1905,70,4
17898,1870,39,1
17898,1870,26,2
17898,1870,34,3
17898,1870,2,4
17899,1880,77,1
17899,1880,55,2
17899,1880,64,3
17899,1880,107,4
17893,1870,59,1
17893,1870,21,2
17893,1870,84,3
17893,1870,90,4
17894,1870,16,1
17894,1870,107,2
17894,1870,6,3
17894,1870,38,4
17895,1885,103,1
17895,1885,43,2
17895,1885,107,3
17895,1885,69,4
27917,1843,12,1
27917,1843,107,2
27917,1843,35,3
27917,1843,38,4
311677,1868,47,1
311677,1868,52,2
311677,1868,93,3
311677,1868,99,4
311679,1807,80,1
311679,1807,10,2
311679,1807,60,3
311679,1807,63,4
27798,1840,63,1
27798,1840,107,2
27798,1840,17,3
27798,1840,61,4
13606,1835,58,1
13606,1835,109,2
13606,1835,27,3
13606,1835,14,4
23379,1897,34,1
23379,1897,107,2
23379,1897,26,3
23379,1897,50,4
11256,1911,66,1
11256,1911,6,2
11256,1911,95,3
11256,1911,78,4
2006848115,1807,20,1
2006848115,1807,73,2
2006848115,1807,45,3
2006848115,1807,17,4
1850,1876,94,1
1850,1876,81,2
1850,1876,48,3
1850,1876,22,4
17757,1870,4,1
17757,1870,70,2
17757,1870,37,3
17757,1870,107,4
29578,1865,55,1
29578,1865,8,2
29578,1865,21,3
29578,1865,107,4
6518,1907,9,1
6518,1907,73,2
6518,1907,3,3
6518,1907,104,4
2053,1899,69,1
2053,1899,54,2
2053,1899,43,3
2053,1899,1,4
2052,1900,69,1
2052,1900,17,2
2052,1900,73,3
2052,1900,56,4
330579,1830,26,1
330579,1830,2,2
330579,1830,30,3
330579,1830,5,4
8268,1839,42,1
8268,1839,23,2
8268,1839,31,3
8268,1839,14,4
8269,1840,31,1
8269,1840,16,2
8269,1840,64,3
8269,1840,71,4
6519,1887,36,1
6519,1887,99,2
6519,1887,26,3
6519,1887,109,4
2054,1896,22,1
2054,1896,106,2
2054,1896,8,3
2054,1896,19,4
5533,1830,60,1
5533,1830,0,2
5533,1830,27,3
5533,1830,23,4
997,1879,22,1
997,1879,75,2
997,1879,97,3
997,1879,8,4
2006966911,1858,86,1
2006966911,1858,107,2
2006966911,1858,79,3
2006966911,1858,98,4
8264,1822,63,1
8264,1822,0,2
8264,1822,50,3
8264,1822,83,4
333886,1841,21,1
333886,1841,8,2
333886,1841,69,3
333886,1841,47,4
6662,1786,76,1
6662,1786,99,2
6662,1786,1,3
6662,1786,69,4
335060,1892,30,1
335060,1892,91,2
335060,1892,44,3
335060,1892,5,4
6666,1793,76,1
6666,1793,99,2
6666,1793,19,3
6666,1793,69,4
323566,1834,19,1
323566,1834,11,2
323566,1834,63,3
323566,1834,23,4
6482,1841,60,1
6482,1841,23,2
6482,1841,19,3
6482,1841,71,4
6665,1786,76,1
6665,1786,69,2
6665,1786,99,3
6665,1786,11,4
993,1880,84,1
993,1880,71,2
993,1880,64,3
993,1880,87,4
8260,1876,9,1
8260,1876,3,2
8260,1876,8,3
8260,1876,69,4
29230,1883,61,1
29230,1883,69,2
29230,1883,5,3
29230,1883,11,4
8261,1822,109,1
8261,1822,0,2
8261,1822,10,3
8261,1822,100,4
334087,1848,28,1
334087,1848,4,2
334087,1848,5,3
334087,1848,8,4
101248,1835,99,1
101248,1835,43,2
101248,1835,103,3
101248,1835,64,4
101249,1802,76,1
101249,1802,99,2
101249,1802,69,3
101249,1802,11,4
101240,1829,92,1
101240,1829,69,2
101240,1829,76,3
101240,1829,99,4
101242,1834,92,1
101242,1834,69,2
101242,1834,61,3
101242,1834,99,4
101244,1832,92,1
101244,1832,69,2
101244,1832,61,3
101244,1832,79,4
101245,1828,92,1
101245,1828,76,2
101245,1828,79,3
101245,1828,99,4
101247,1845,92,1
101247,1845,69,2
101247,1845,61,3
101247,1845,99,4
15730,1860,76,1
15730,1860,69,2
15730,1860,99,3
15730,1860,107,4
8263,1821,23,1
8263,1821,63,2
8263,1821,57,3
8263,1821,74,4
10807,1808,26,1
10807,1808,83,2
10807,1808,98,3
10807,1808,6,4
24110,1884,93,1
24110,1884,39,2
24110,1884,26,3
24110,1884,73,4
2005480178,1865,56,1
2005480178,1865,1,2
2005480178,1865,43,3
2005480178,1865,5,4
15732,1859,21,1
15732,1859,81,2
15732,1859,19,3
15732,1859,107,4
18956,1897,91,1
18956,1897,61,2
18956,1897,3,3
18956,1897,27,4
18957,1911,84,1
18957,1911,17,2
18957,1911,68,3
18957,1911,1,4
15735,1879,15,1
15735,1879,70,2
15735,1879,27,3
15735,1879,35,4
18954,1898,101,1
18954,1898,97,2
18954,1898,64,3
18954,1898,69,4
15734,1880,39,1
15734,1880,70,2
15734,1880,60,3
15734,1880,35,4
7009,1902,65,1
7009,1902,97,2
7009,1902,8,3
7009,1902,69,4
7003,1826,60,1
7003,1826,86,2
7003,1826,98,3
7003,1826,13,4
7004,1830,109,1
7004,1830,35,2
7004,1830,98,3
7004,1830,60,4
342366,1790,93,1
342366,1790,65,2
342366,1790,89,3
342366,1790,103,4
342367,1837,84,1
342367,1837,1,2
342367,1837,79,3
342367,1837,21,4
100515,1910,3,1
100515,1910,104,2
100515,1910,90,3
100515,1910,70,4
100514,1904,11,1
100514,1904,79,2
100514,1904,17,3
100514,1904,57,4
100513,1910,93,1
100513,1910,19,2
100513,1910,62,3
100513,1910,103,4
100512,1904,3,1
100512,1904,5,2
100512,1904,79,3
100512,1904,105,4
740,1799,8,1
740,1799,97,2
740,1799,11,3
740,1799,69,4
741,1794,1,1
741,1794,84,2
741,1794,104,3
741,1794,79,4
746,1793,83,1
746,1793,31,2
746,1793,15,3
746,1793,26,4
748,1864,67,1
748,1864,85,2
748,1864,26,3
748,1864,90,4
749,1864,47,1
749,1864,39,2
749,1864,107,3
749,1864,90,4
2010683346,1892,78,1
2010683346,1892,6,2
2010683346,1892,5,3
2010683346,1892,48,4
2010683344,1890,70,1
2010683344,1890,98,2
2010683344,1890,23,3
2010683344,1890,10,4
2005480492,1850,27,1
2005480492,1850,63,2
2005480492,1850,77,3
2005480492,1850,5,4
2005480497,1890,98,1
2005480497,1890,51,2
2005480497,1890,10,3
2005480497,1890,95,4
17742,1870,108,1
17742,1870,21,2
17742,1870,59,3
17742,1870,45,4
11308,1862,109,1
11308,1862,70,2
11308,1862,61,3
11308,1862,95,4
11309,1855,34,1
11309,1855,59,2
11309,1855,57,3
11309,1855,2,4
11301,1858,72,1
11301,1858,2,2
11301,1858,32,3
11301,1858,5,4
11303,1859,12,1
11303,1859,74,2
11303,1859,35,3
11303,1859,10,4
11305,1860,25,1
11305,1860,13,2
11305,1860,35,3
11305,1860,34,4
11307,1864,2,1
11307,1864,26,2
11307,1864,5,3
11307,1864,25,4
3189,1885,48,1
3189,1885,49,2
3189,1885,92,3
3189,1885,104,4
24115,1885,85,1
24115,1885,73,2
24115,1885,36,3
24115,1885,65,4
22998,1804,8,1
22998,1804,64,2
22998,1804,89,3
22998,1804,5,4
6873,1885,37,1
6873,1885,103,2
6873,1885,11,3
6873,1885,64,4
8421,1820,31,1
8421,1820,28,2
8421,1820,13,3
8421,1820,4,4
320039,1845,19,1
320039,1845,5,2
320039,1845,69,3
320039,1845,59,4
4019,1844,88,1
4019,1844,31,2
4019,1844,23,3
4019,1844,51,4
1911,1808,62,1
1911,1808,6,2
1911,1808,105,3
1911,1808,91,4
10499,1897,61,1
10499,1897,17,2
10499,1897,105,3
10499,1897,5,4
10498,1894,91,1
10498,1894,23,2
10498,1894,97,3
10498,1894,27,4
10497,1903,91,1
10497,1903,64,2
10497,1903,53,3
10497,1903,95,4
10495,1890,12,1
10495,1890,30,2
10495,1890,51,3
10495,1890,103,4
10493,1904,12,1
10493,1904,5,2
10493,1904,38,3
10493,1904,95,4
319913,1838,62,1
319913,1838,53,2
319913,1838,78,3
319913,1838,16,4
2006954718,1827,15,1
2006954718,1827,5,2
2006954718,1827,72,3
2006954718,1827,11,4
5362,1858,44,1
5362,1858,65,2
5362,1858,90,3
5362,1858,71,4
5108,1818,93,1
5108,1818,85,2
5108,1818,36,3
5108,1818,59,4
5363,1817,15,1
5363,1817,0,2
5363,1817,13,3
5363,1817,96,4
5107,1816,42,1
5107,1816,31,2
5107,1816,78,3
5107,1816,23,4
24116,1885,36,1
24116,1885,65,2
24116,1885,85,3
24116,1885,93,4
8431,1828,13,1
8431,1828,96,2
8431,1828,15,3
8431,1828,70,4
8430,1828,15,1
8430,1828,70,2
8430,1828,74,3
8430,1828,96,4
8432,1828,41,1
8432,1828,16,2
8432,1828,31,3
8432,1828,70,4
8435,1830,16,1
8435,1830,38,2
8435,1830,15,3
8435,1830,88,4
8434,1830,38,1
8434,1830,15,2
8434,1830,31,3
8434,1830,16,4
8437,1831,29,1
8437,1831,30,2
8437,1831,62,3
8437,1831,4,4
8438,1833,4,1
8438,1833,70,2
8438,1833,0,3
8438,1833,50,4
9825,1800,50,1
9825,1800,74,2
9825,1800,5,3
9825,1800,35,4
9824,1795,30,1
9824,1795,13,2
9824,1795,70,3
9824,1795,35,4
9827,1800,34,1
9827,1800,26,2
9827,1800,67,3
9827,1800,98,4
9821,1789,41,1
9821,1789,32,2
9821,1789,31,3
9821,1789,78,4
9823,1795,41,1
9823,1795,63,2
9823,1795,51,3
9823,1795,0,4
9822,1796,5,1
9822,1796,30,2
9822,1796,23,3
9822,1796,98,4
9829,1806,50,1
9829,1806,35,2
9829,1806,0,3
9829,1806,10,4
20746,1906,99,1
20746,1906,69,2
20746,1906,18,3
20746,1906,3,4
6870,1885,11,1
6870,1885,73,2
6870,1885,17,3
6870,1885,104,4
2584,1795,36,1
2584,1795,43,2
2584,1795,91,3
2584,1795,46,4
2582,1795,47,1
2582,1795,3,2
2582,1795,80,3
2582,1795,6,4
2581,1808,3,1
2581,1808,93,2
2581,1808,36,3
2581,1808,63,4
5702,1913,7,1
5702,1913,95,2
5702,1913,50,3
5702,1913,26,4
286,1880,73,1
286,1880,26,2
286,1880,36,3
286,1880,39,4
102075,1846,90,1
102075,1846,94,2
102075,1846,45,3
102075,1846,2,4
2005481037,1825,80,1
2005481037,1825,61,2
2005481037,1825,95,3
2005481037,1825,5,4
2005481034,1790,97,1
2005481034,1790,61,2
2005481034,1790,11,3
2005481034,1790,1,4
302050,1880,9,1
302050,1880,45,2
302050,1880,94,3
302050,1880,13,4
302051,1858,75,1
302051,1858,97,2
302051,1858,104,3
302051,1858,11,4
2006966850,1857,72,1
2006966850,1857,16,2
2006966850,1857,26,3
2006966850,1857,38,4
27525,1877,4,1
27525,1877,42,2
27525,1877,13,3
27525,1877,75,4
27526,1870,28,1
27526,1870,29,2
27526,1870,109,3
27526,1870,107,4
27520,1885,74,1
27520,1885,12,2
27520,1885,15,3
27520,1885,2,4
27523,1877,4,1
27523,1877,13,2
27523,1877,23,3
27523,1877,107,4
27522,1877,4,1
27522,1877,55,2
27522,1877,13,3
27522,1877,107,4
27528,1878,74,1
27528,1878,38,2
27528,1878,83,3
27528,1878,57,4
337516,1841,73,1
337516,1841,67,2
337516,1841,15,3
337516,1841,55,4
8424,1827,83,1
8424,1827,80,2
8424,1827,109,3
8424,1827,46,4
319650,1843,53,1
319650,1843,31,2
319650,1843,26,3
319650,1843,39,4
319651,1865,93,1
319651,1865,31,2
319651,1865,6,3
319651,1865,78,4
6435,1866,47,1
6435,1866,43,2
6435,1866,1,3
6435,1866,104,4
319657,1840,93,1
319657,1840,39,2
319657,1840,45,3
319657,1840,73,4
6439,1850,93,1
6439,1850,39,2
6439,1850,14,3
6439,1850,5,4
338265,1867,56,1
338265,1867,43,2
338265,1867,1,3
338265,1867,103,4
338260,1872,43,1
338260,1872,103,2
338260,1872,104,3
338260,1872,1,4
338261,1867,1,1
338261,1867,56,2
338261,1867,43,3
338261,1867,40,4
338262,1872,52,1
338262,1872,60,2
338262,1872,0,3
338262,1872,104,4
338263,1863,91,1
338263,1863,109,2
338263,1863,26,3
338263,1863,28,4
22044,1914,89,1
22044,1914,8,2
22044,1914,19,3
22044,1914,71,4
22041,1917,7,1
22041,1917,9,2
22041,1917,104,3
22041,1917,69,4
24030,1866,48,1
24030,1866,8,2
24030,1866,107,3
24030,1866,97,4
17761,1865,49,1
17761,1865,94,2
17761,1865,107,3
17761,1865,65,4
2005481632,1845,78,1
2005481632,1845,6,2
2005481632,1845,45,3
2005481632,1845,21,4
17762,1865,94,1
17762,1865,55,2
17762,1865,84,3
17762,1865,107,4
17765,1870,74,1
17765,1870,38,2
17765,1870,55,3
17765,1870,84,4
2006866063,1789,4,1
2006866063,1789,2,2
2006866063,1789,13,3
2006866063,1789,50,4
8255,1821,88,1
8255,1821,51,2
8255,1821,31,3
8255,1821,0,4
8254,1875,71,1
8254,1875,59,2
8254,1875,34,3
8254,1875,103,4
8256,1821,23,1
8256,1821,57,2
8256,1821,63,3
8256,1821,34,4
8251,1879,4,1
8251,1879,70,2
8251,1879,13,3
8251,1879,28,4
8250,1871,17,1
8250,1871,34,2
8250,1871,51,3
8250,1871,15,4
8253,1879,4,1
8253,1879,70,2
8253,1879,28,3
8253,1879,45,4
8252,1873,4,1
8252,1873,13,2
8252,1873,15,3
8252,1873,0,4
5665,1866,104,1
5665,1866,97,2
5665,1866,92,3
5665,1866,69,4
6305,1887,54,1
6305,1887,77,2
6305,1887,80,3
6305,1887,17,4
2006884753,1837,78,1
2006884753,1837,38,2
2006884753,1837,10,3
2006884753,1837,57,4
319636,1816,8,1
319636,1816,55,2
319636,1816,84,3
319636,1816,5,4
319637,1816,39,1
319637,1816,84,2
319637,1816,5,3
319637,1816,55,4
319635,1810,15,1
319635,1810,12,2
319635,1810,53,3
319635,1810,79,4
319638,1816,5,1
319638,1816,79,2
319638,1816,11,3
319638,1816,97,4
10139,1896,101,1
10139,1896,64,2
10139,1896,43,3
10139,1896,69,4
2006913556,1836,84,1
2006913556,1836,8,2
2006913556,1836,5,3
2006913556,1836,47,4
312982,1795,76,1
312982,1795,99,2
312982,1795,3,3
312982,1795,79,4
312985,1868,53,1
312985,1868,99,2
312985,1868,5,3
312985,1868,76,4
5953,1883,57,1
5953,1883,54,2
5953,1883,35,3
5953,1883,50,4
5955,1886,18,1
5955,1886,86,2
5955,1886,59,3
5955,1886,13,4
5957,1888,77,1
5957,1888,54,2
5957,1888,50,3
5957,1888,51,4
5956,1888,18,1
5956,1888,59,2
5956,1888,3,3
5956,1888,86,4
5959,1893,102,1
5959,1893,31,2
5959,1893,51,3
5959,1893,27,4
12058,1835,52,1
12058,1835,108,2
12058,1835,72,3
12058,1835,59,4
16167,1878,1,1
16167,1878,43,2
16167,1878,75,3
16167,1878,107,4
16166,1888,1,1
16166,1888,69,2
16166,1888,43,3
16166,1888,107,4
12374,1911,40,1
12374,1911,6,2
12374,1911,64,3
12374,1911,10,4
17485,1900,75,1
17485,1900,97,2
17485,1900,71,3
17485,1900,8,4
17487,1870,72,1
17487,1870,78,2
17487,1870,16,3
17487,1870,55,4
17486,1900,65,1
17486,1900,92,2
17486,1900,84,3
17486,1900,97,4
17481,1816,3,1
17481,1816,5,2
17481,1816,45,3
17481,1816,99,4
17480,1801,53,1
17480,1801,5,2
17480,1801,21,3
17480,1801,103,4
17488,1904,49,1
17488,1904,71,2
17488,1904,45,3
17488,1904,55,4
11883,1905,6,1
11883,1905,38,2
11883,1905,92,3
11883,1905,66,4
11882,1905,23,1
11882,1905,51,2
11882,1905,27,3
11882,1905,100,4
11881,1902,42,1
11881,1902,89,2
11881,1902,64,3
11881,1902,51,4
11889,1912,16,1
11889,1912,66,2
11889,1912,95,3
11889,1912,73,4
11888,1910,66,1
11888,1910,16,2
11888,1910,51,3
11888,1910,95,4
20195,1860,62,1
20195,1860,38,2
20195,1860,107,3
20195,1860,55,4
20191,1870,62,1
20191,1870,83,2
20191,1870,107,3
20191,1870,77,4
20190,1878,30,1
20190,1878,29,2
20190,1878,78,3
20190,1878,70,4
20193,1860,83,1
20193,1860,107,2
20193,1860,32,3
20193,1860,62,4
20199,1862,58,1
20199,1862,38,2
20199,1862,39,3
20199,1862,26,4
20198,1860,58,1
20198,1860,88,2
20198,1860,2,3
20198,1860,107,4
28797,1877,1,1
28797,1877,104,2
28797,1877,69,3
28797,1877,8,4
28796,1855,108,1
28796,1855,68,2
28796,1855,107,3
28796,1855,1,4
2006848910,1832,20,1
2006848910,1832,61,2
2006848910,1832,68,3
2006848910,1832,0,4
23882,1849,85,1
23882,1849,90,2
23882,1849,62,3
23882,1849,15,4
